r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
am | name,"PEACE, doubting Heart — my GOD's I am! ",o3900-l17760," The LORD hath call'd me by my Name,",o3900-l17770,/æm/ | /eɪm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1000
given | heaven," The Children whom his Sire hath given,",o3900-l10690, While RIGHTEOUSNESS looks down from Heaven. ,o3900-l10700,/ɪvn/ | /evn/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
hand | stand, Their Cause shall prosper in his Hand,o3900-l10695,'Twixt GOD and Them He still shall stand,o3900-l10685,/ænd/ | /ænd/,full,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0580
heaven | given, While RIGHTEOUSNESS looks down from Heaven. ,o3900-l10700," The Children whom his Sire hath given,",o3900-l10690,/evn/ | /ɪvn/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
race | surveys,While pleas'd He counts the Ransom'd Race. ,o3900-l10705," The Travail of his Soul surveys,",o3900-l10715,/eɪs/ | /ɜːveɪz/,half-vowelrhyme,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
above | love,And calls and draws them from above;,o3900-l10710, And rests in his Redeeming Love. ,o3900-l10720,/ʌv/ | /ʌv/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
surveys | race," The Travail of his Soul surveys,",o3900-l10715,While pleas'd He counts the Ransom'd Race. ,o3900-l10705,/ɜːveɪz/ | /eɪs/,half-vowelrhyme,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
love | above, And rests in his Redeeming Love. ,o3900-l10720,And calls and draws them from above;,o3900-l10710,/ʌv/ | /ʌv/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
more | bore,"Tis done! my Justice asks no more,",o3900-l10725, Their Sins He in his Body bore;,o3900-l10735,/ɔː/ | /ɔː/,full,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0580
made | paid, The Satisfaction's fully made:,o3900-l10730, Their Surety all the Debt has paid. ,o3900-l10740,/eɪd/ | /eɪd/,full,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
bore | more, Their Sins He in his Body bore;,o3900-l10735,"Tis done! my Justice asks no more,",o3900-l10725,/ɔː/ | /ɔː/,full,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0580
paid | made, Their Surety all the Debt has paid. ,o3900-l10740, The Satisfaction's fully made:,o3900-l10730,/eɪd/ | /eɪd/,full,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
son | own,My Righteous Servant and my Son,o3900-l10745," And All, who stoop t'abjure their own,",o3900-l10755,/ʌn/ | /əʊn/,half-pararhyme,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
clear | appear," Shall each Believing Sinner clear,",o3900-l10750, Shall in His Righteousness appear. ,o3900-l10760,/ɪə/ | /ɪə/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
own | son," And All, who stoop t'abjure their own,",o3900-l10755,My Righteous Servant and my Son,o3900-l10745,/əʊn/ | /ʌn/,half-pararhyme,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
appear | clear, Shall in His Righteousness appear. ,o3900-l10760," Shall each Believing Sinner clear,",o3900-l10750,/ɪə/ | /ɪə/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
desert | heart,"Them shall He claim His just Desert,",o3900-l10765, And many a contrite humble Heart,o3900-l10775,/ezət/ | /ɑːt/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0580
receive | give," Them His Inheritance receive,",o3900-l10770, Will I for his Possession give. ,o3900-l10780,/iːv/ | /ɪv/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
heart | desert, And many a contrite humble Heart,o3900-l10775,"Them shall He claim His just Desert,",o3900-l10765,/ɑːt/ | /ezət/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0580
give | receive, Will I for his Possession give. ,o3900-l10780," Them His Inheritance receive,",o3900-l10770,/ɪv/ | /iːv/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
away | prey,"Satan He thence shall chase away,",o3900-l10785," Stronger than Hell, retrieve the Prey,",o3900-l10795,/eɪ/ | /eɪ/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
overcome | home," Assert his Right, his Foes o'ercome;",o3900-l10790, And bear the Spoil triumphant Home. ,o3900-l10800,/ʌm/ | /əʊm/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
prey | away," Stronger than Hell, retrieve the Prey,",o3900-l10795,"Satan He thence shall chase away,",o3900-l10785,/eɪ/ | /eɪ/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
home | overcome, And bear the Spoil triumphant Home. ,o3900-l10800," Assert his Right, his Foes o'ercome;",o3900-l10790,/əʊm/ | /ʌm/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
stood | blood,"For charg'd with all their Guilt he stood,",o3900-l10805," For Them He pour'd out all his Blood,",o3900-l10815,/ʊd/ | /ʌd/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0580
redeem | them," Sinners from Suffering to redeem,",o3900-l10810," Their Substitute, He died for Them. ",o3900-l10820,/iːm/ | /em/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
blood | stood," For Them He pour'd out all his Blood,",o3900-l10815,"For charg'd with all their Guilt he stood,",o3900-l10805,/ʌd/ | /ʊd/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0580
them | redeem," Their Substitute, He died for Them. ",o3900-l10820," Sinners from Suffering to redeem,",o3900-l10810,/em/ | /iːm/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0580
plead | intercede,"He died; and rose his Death to plead,",o3900-l10825," And still I hear Him interceed,",o3900-l10835,/iːd/ | /iːd/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
forgiven | heaven, To testify Their Sins forgiven —,o3900-l10830, And still He makes Their Claim to Heaven! ,o3900-l10840,/ɪvn/ | /evn/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
intercede | plead," And still I hear Him interceed,",o3900-l10835,"He died; and rose his Death to plead,",o3900-l10825,/iːd/ | /iːd/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0580
heaven | forgiven, And still He makes Their Claim to Heaven! ,o3900-l10840, To testify Their Sins forgiven —,o3900-l10830,/evn/ | /ɪvn/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0580
king | bring,"JESU, Thou art our King,",o3900-l20460, To Me thy Succour bring. ,o3900-l20465,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
bring | king, To Me thy Succour bring. ,o3900-l20465,"JESU, Thou art our King,",o3900-l20460,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
thou | now,"CHRIST the Mighty One art Thou,",o3900-l20470," This the Word; I claim it Now,",o3900-l20480,/aʊ/ | /aʊ/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
laid | aid, Help for All on Thee is laid:,o3900-l20475, Send me now the Promis'd Aid. ,o3900-l20485,/eɪd/ | /eɪd/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
now | thou," This the Word; I claim it Now,",o3900-l20480,"CHRIST the Mighty One art Thou,",o3900-l20470,/aʊ/ | /aʊ/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
aid | laid, Send me now the Promis'd Aid. ,o3900-l20485, Help for All on Thee is laid:,o3900-l20475,/eɪd/ | /eɪd/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
throne | down,"High on thy Father's Throne,",o3900-l20490, O look with Pity down! ,o3900-l20495,/əʊn/ | /aʊn/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
down | throne, O look with Pity down! ,o3900-l20495,"High on thy Father's Throne,",o3900-l20490,/aʊn/ | /əʊn/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
call | all,"Help, O help! attend my Call,",o3900-l20500," King of Glory, Lord of All,",o3900-l20510,/ɔːl/ | /ɔːl/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
captivity | me," Captive lead Captivity,",o3900-l20505," CHRIST, be Lord, be King to Me! ",o3900-l20515,/ɪvəti/ | /iː/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
all | call," King of Glory, Lord of All,",o3900-l20510,"Help, O help! attend my Call,",o3900-l20500,/ɔːl/ | /ɔːl/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
me | captivity," CHRIST, be Lord, be King to Me! ",o3900-l20515," Captive lead Captivity,",o3900-l20505,/iː/ | /ɪvəti/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
sway | obey,I pant to feel thy Sway,o3900-l20520, And only Thee t' obey. ,o3900-l20525,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
obey | sway, And only Thee t' obey. ,o3900-l20525,I pant to feel thy Sway,o3900-l20520,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
meet | seat,"Thee my Spirit gasps to meet,",o3900-l20530," Make, O make my Heart thy Seat,",o3900-l20540,/iːt/ | /iːt/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
prayer | there," This my one, my ceaseless Pray'r,",o3900-l20535, O set up thy Kingdom there! ,o3900-l20545,/eɪə/ | /eə/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
seat | meet," Make, O make my Heart thy Seat,",o3900-l20540,"Thee my Spirit gasps to meet,",o3900-l20530,/iːt/ | /iːt/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
there | prayer, O set up thy Kingdom there! ,o3900-l20545," This my one, my ceaseless Pray'r,",o3900-l20535,/eə/ | /eɪə/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
me | victory,"Triumph and reign in Me,",o3900-l20550, And spread thy Victory:,o3900-l20555,/iː/ | /ɪktri/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
victory | me, And spread thy Victory:,o3900-l20555,"Triumph and reign in Me,",o3900-l20550,/ɪktri/ | /iː/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w1090
control | soul," Hell and Death, and Sin controul,",o3900-l20560, All subdue; thro' all my Soul,o3900-l20570,/əʊl/ | /əʊl/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
foe | go," Pride, and Self, and ev'ry Foe,",o3900-l20565, Conqu'ring and to conquer go. ,o3900-l20575,/əʊ/ | /əʊ/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
soul | control, All subdue; thro' all my Soul,o3900-l20570," Hell and Death, and Sin controul,",o3900-l20560,/əʊl/ | /əʊl/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w1090
go | foe, Conqu'ring and to conquer go. ,o3900-l20575," Pride, and Self, and ev'ry Foe,",o3900-l20565,/əʊ/ | /əʊ/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w1090
begin | sin,WHERE shall my wond'ring Soul begin? ,o3900-l11965,"A Slave redeem'd from Death and Sin,",o3900-l11975,/ɪn/ | /ɪn/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
aspire | fire,How shall I All to Heaven aspire? ,o3900-l11970," A Brand pluck'd from Eternal Fire,",o3900-l11980,/æə/ | /æə/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
sin | begin,"A Slave redeem'd from Death and Sin,",o3900-l11975,WHERE shall my wond'ring Soul begin? ,o3900-l11965,/ɪn/ | /ɪn/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
fire | aspire," A Brand pluck'd from Eternal Fire,",o3900-l11980,How shall I All to Heaven aspire? ,o3900-l11970,/æə/ | /æə/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
raise | praise," How shall I equal Triumphs raise,",o3900-l11985, And sing my great Deliverer's Praise! ,o3900-l11990,/eɪz/ | /eɪz/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
praise | raise, And sing my great Deliverer's Praise! ,o3900-l11990," How shall I equal Triumphs raise,",o3900-l11985,/eɪz/ | /eɪz/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
tell | hell,"O how shall I the Goodness tell,",o3900-l11995," That I, a Child of Wrath, and Hell,",o3900-l12005,/el/ | /el/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
showed | god," Father, which Thou to me hast show'd,",o3900-l12000, I should be call'd a Child of GOD! ,o3900-l12010,/əʊd/ | /ɒd/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
hell | tell," That I, a Child of Wrath, and Hell,",o3900-l12005,"O how shall I the Goodness tell,",o3900-l11995,/el/ | /el/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
god | showed, I should be call'd a Child of GOD! ,o3900-l12010," Father, which Thou to me hast show'd,",o3900-l12000,/ɒd/ | /əʊd/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
forgiven | heaven,"Should know, should feel my Sins forgiven,",o3900-l12015, Blest with this Antepast of Heaven! ,o3900-l12020,/ɪvn/ | /evn/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
heaven | forgiven, Blest with this Antepast of Heaven! ,o3900-l12020,"Should know, should feel my Sins forgiven,",o3900-l12015,/evn/ | /ɪvn/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
love | prove,"And shall I slight my Father's Love,",o3900-l12025,Unmindful of his Favours prove? ,o3900-l12035,/ʌv/ | /uːv/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
own | shun, Or basely fear his Gifts to own? ,o3900-l12030,Shall I the hallow'd Cross to shun,o3900-l12040,/əʊn/ | /ʌn/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
prove | love,Unmindful of his Favours prove? ,o3900-l12035,"And shall I slight my Father's Love,",o3900-l12025,/uːv/ | /ʌv/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
shun | own,Shall I the hallow'd Cross to shun,o3900-l12040, Or basely fear his Gifts to own? ,o3900-l12030,/ʌn/ | /əʊn/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
t'impart | heart, Refuse his Righteousness t'impart,o3900-l12045, By hiding it within my Heart? ,o3900-l12050,/ɪmpɑːt/ | /ɑːt/,half-vowelrhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
heart | t'impart, By hiding it within my Heart? ,o3900-l12050, Refuse his Righteousness t'impart,o3900-l12045,/ɑːt/ | /ɪmpɑːt/,half-vowelrhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
rage | engage,No — tho' the Antient Dragon rage,o3900-l12055, Tho' Earth's self-righteous Sons engage;,o3900-l12065,/eɪdʒ/ | /eɪdʒ/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
war | dare," And call forth all his Hosts to War,",o3900-l12060," Them, and their God alike I dare:",o3900-l12070,/ɔː/ | /eə/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
engage | rage, Tho' Earth's self-righteous Sons engage;,o3900-l12065,No — tho' the Antient Dragon rage,o3900-l12055,/eɪdʒ/ | /eɪdʒ/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
dare | war," Them, and their God alike I dare:",o3900-l12070," And call forth all his Hosts to War,",o3900-l12060,/eə/ | /ɔː/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
proclaim | same," JESUS the Sinner's Friend proclaim,",o3900-l12075," JESUS, to Sinners still the same. ",o3900-l12080,/eɪm/ | /eɪm/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
same | proclaim," JESUS, to Sinners still the same. ",o3900-l12080," JESUS the Sinner's Friend proclaim,",o3900-l12075,/eɪm/ | /eɪm/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
call | all,"Outcasts of Men, to You I call,",o3900-l12085,He spreads his Arms t'embrace you all;,o3900-l12095,/ɔːl/ | /ɔːl/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
thieves | receives," Harlots and Publicans, and Thieves! ",o3900-l12090, Sinners alone his Grace receives:,o3900-l12100,/iːvz/ | /iːvz/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
all | call,He spreads his Arms t'embrace you all;,o3900-l12095,"Outcasts of Men, to You I call,",o3900-l12085,/ɔːl/ | /ɔːl/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
receives | thieves, Sinners alone his Grace receives:,o3900-l12100," Harlots and Publicans, and Thieves! ",o3900-l12090,/iːvz/ | /iːvz/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
have | save," No Need of Him the Righteous have,",o3900-l12105, He came the Lost to seek and save! ,o3900-l12110,/æv/ | /eɪv/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
save | have, He came the Lost to seek and save! ,o3900-l12110," No Need of Him the Righteous have,",o3900-l12105,/eɪv/ | /æv/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
lust | trust,"Come all ye Magdalens in Lust,",o3900-l12115," Repent, and live: despair and trust! ",o3900-l12125,/ʌst/ | /ʌst/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
old | sold, Ye Ruffians fell in Murders old;,o3900-l12120,JESUS for you to Death was sold;,o3900-l12130,/əʊld/ | /əʊld/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
trust | lust," Repent, and live: despair and trust! ",o3900-l12125,"Come all ye Magdalens in Lust,",o3900-l12115,/ʌst/ | /ʌst/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
sold | old,JESUS for you to Death was sold;,o3900-l12130, Ye Ruffians fell in Murders old;,o3900-l12120,/əʊld/ | /əʊld/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
repine | mine," Tho' Hell protest, and Earth repine,",o3900-l12135, He died for Crimes like Yours — and Mine. ,o3900-l12140,/aɪn/ | /aɪn/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
mine | repine, He died for Crimes like Yours — and Mine. ,o3900-l12140," Tho' Hell protest, and Earth repine,",o3900-l12135,/aɪn/ | /aɪn/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
come | room,"Come O my guilty Brethren come,",o3900-l12145,"His bleeding Heart shall make you room,",o3900-l12155,/ʌm/ | /uːm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
sin | in, Groaning beneath your Load of Sin! ,o3900-l12150, His open Side shall take you in. ,o3900-l12160,/ɪn/ | /ɪn/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
room | come,"His bleeding Heart shall make you room,",o3900-l12155,"Come O my guilty Brethren come,",o3900-l12145,/uːm/ | /ʌm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
in | sin, His open Side shall take you in. ,o3900-l12160, Groaning beneath your Load of Sin! ,o3900-l12150,/ɪn/ | /ɪn/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
home | come,"He calls you Now, invites you home —",o3900-l12165," Come, O my guilty Brethren, come! ",o3900-l12170,/əʊm/ | /ʌm/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
come | home," Come, O my guilty Brethren, come! ",o3900-l12170,"He calls you Now, invites you home —",o3900-l12165,/ʌm/ | /əʊm/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
flowed | god,For you the purple Current flow'd,o3900-l12175," Languish'd for you th' Eternal GOD,",o3900-l12185,/əʊd/ | /ɒd/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
side | died, In Pardons from his wounded Side:,o3900-l12180, For you the Prince of Glory dy'd. ,o3900-l12190,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
god | flowed," Languish'd for you th' Eternal GOD,",o3900-l12185,For you the purple Current flow'd,o3900-l12175,/ɒd/ | /əʊd/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w0650
died | side, For you the Prince of Glory dy'd. ,o3900-l12190, In Pardons from his wounded Side:,o3900-l12180,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w0650
forgiven | heaven,"Believe; and all your Guilt's forgiven,",o3900-l12195, Only Believe — and yours is Heaven. ,o3900-l12200,/ɪvn/ | /evn/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
heaven | forgiven, Only Believe — and yours is Heaven. ,o3900-l12200,"Believe; and all your Guilt's forgiven,",o3900-l12195,/evn/ | /ɪvn/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w0650
love | prove,"BEing of Beings, GOD of Love,",o3900-l04305," Thy all-sustaining Pow'r we prove,",o3900-l04315,/ʌv/ | /uːv/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0260
raise | praise, To Thee our Hearts we raise;,o3900-l04310, And gladly sing thy Praise. ,o3900-l04320,/eɪz/ | /eɪz/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0260
prove | love," Thy all-sustaining Pow'r we prove,",o3900-l04315,"BEing of Beings, GOD of Love,",o3900-l04305,/uːv/ | /ʌv/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0260
praise | raise, And gladly sing thy Praise. ,o3900-l04320, To Thee our Hearts we raise;,o3900-l04310,/eɪz/ | /eɪz/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0260
be | thee,"Thine, wholly thine we pant to be,",o3900-l04325," Made, and preserv'd, and sav'd by Thee,",o3900-l04335,/iː/ | /iː/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0260
receive | give, Our Sacrifice receive;,o3900-l04330, To Thee Ourselves we give. ,o3900-l04340,/iːv/ | /ɪv/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0260
thee | be," Made, and preserv'd, and sav'd by Thee,",o3900-l04335,"Thine, wholly thine we pant to be,",o3900-l04325,/iː/ | /iː/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0260
give | receive, To Thee Ourselves we give. ,o3900-l04340, Our Sacrifice receive;,o3900-l04330,/ɪv/ | /iːv/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0260
aspires | requires,Heav'nward our ev'ry Wish aspires:,o3900-l04345," The sole Return thy Love requires,",o3900-l04355,/æəz/ | /æəz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0260
store | more, For all thy Mercy's Store,o3900-l04350, Is that we ask for more. ,o3900-l04360,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0260
requires | aspires," The sole Return thy Love requires,",o3900-l04355,Heav'nward our ev'ry Wish aspires:,o3900-l04345,/æəz/ | /æəz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0260
more | store, Is that we ask for more. ,o3900-l04360, For all thy Mercy's Store,o3900-l04350,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0260
then | again,"For more we ask, we open then",o3900-l04365," Turn and beget us, Lord, again,",o3900-l04375,/en/ | /en/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0260
