poem_id,aut_id,foottype,footnums,stanza,spos,syllab,form,met,rhyme,nlines
o4784-w0260,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,16
o4986-w0690,pers00029,iamb,pentameter,couplet,pair,10,epitaph,-+|-+|-+|-+|-+/,aa,44
o5492-w0010,pers00331,iamb,pentameter|trimeter,twelve-line,cross|pair,,song,,ababccddeeff,48
o5125-w0570,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,74
oau90-w0120,pers00350,iamb,trimeter|dimeter,twelve-line,,,epithalamion,irregular,,36
o4984-w0290,pers00045,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,prayer,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,24
o5153-w0798,pers00119,iamb,tetrameter,octet,pair,8,epigram,-+|-+|-+|-+/,aa,8
o4986-w0200,pers00242,iamb,tetrameter,couplet,pair,8,inscription,-+|-+|-+|-+/,aa,32
o5157-w0070,pers00038,iamb,pentameter,quatrain,cross,10.10.10.10,heroiccouplet|elegy,-+|-+|-+|-+|-+/     -+|-+|-+|-+|-+/     -+|-+|-+|-+|-+/     -+|-+|-+|-+|-+/,abab,68
pro75-w0240,pers00271,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,38
o4672-w0170,pers00292,anapaest,tetrameter,quatrain,cross,12.12.12.12,hymn,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,abab,20
pmp18-w0040,pers00314,iamb,tetrameter|pentameter,sestet|sestarima,,8.8.8.8.10.10,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,ababcc,54
clc03-w0270,pers00349,iamb,pentameter|tetrameter|trimeter,,,,,irregular,irregular,118
o5156-w0121,pers00035,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase|song,-+|-+|-+|-+/          -+|-+|-+/          -+|-+|-+|-+/          -+|-+|-+/,abab,16
pse03-w0550,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,28
o4039-w0080,pers00288,iamb,pentameter,couplet,pair,10,heroiccouplet|eclogue,-+|-+|-+|-+|-+/,aa,124
o5152-w0250,pers00111,iamb,pentameter,couplet,pair,10,heroiccouplet|advice,-+|-+|-+|-+|-+/,aa,207
o4198-w0130,pers00288,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,7
o5155-w0470,pers00027,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,aabccb,72
o5156-w1235,pers00108,iamb,tetrameter,sestet,pair,8.8.8.8.8.8,epigram|imitation|translation|paraphrase,-+|-+|-+|-+/          -+|-+|-+|-+/          -+|-+|-+|-+/          -+|-+|-+|-+/          -+|-+|-+|-+/          -+|-+|-+|-+/,aabbcc,6
ojg27-w0260,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,42
bhw18-w0550,pers00276,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,24
pcm93-w0040,pers00313,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|narrative,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,168
pjo50-w0240,pers00273,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,6
o5153-w0791,pers00119,iamb,tetrameter,octet,cross,8.8.8.8.8.8.8.8,epigram,-+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+|-+/,ababcdcd,8
o4091-w0040,pers00305,iamb,tetrameter,,cross,8.8.8.8,imitation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,36
o5155-w0642,pers00057,anapaest,tetrameter|trimeter,quatrain,,12.9.12.9,imitation|translation|paraphrase,--+|--+|--+|--+/           -+|--+|--+|-/          --+|--+|--+|--+/           -+|--+|--+|-/,abab,24
glb19-w0940,pers00352,iamb,pentameter|tetrameter|hexameter,,,,narrative,irregular,irregular,333
o4984-w0060,pers00218,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,55
pcc86-w0250,pers00323,anapaest,tetrameter,quatrain,cross,12.12.12.12,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,abab,10
prc90-w0300,pers00328,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,24
o4029-w0040,pers00284,iamb,pentameter,quatrain,intermittent,10,dedication,-+|-+|-+|-+|-+/,xaxa,20
o4784-w0400,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,107
o5125-w0310,pers00154,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,38
o5089-w0180,pers00038,trochee,tetrameter,couplet,pair,8,address,+-|+-|+-|+-/,aa,138
pdi12-w0020,pers00266,iamb,pentameter,couplet,pair,10,heroiccouplet|dialogue|pastoral|eclogue,-+|-+|-+|-+|-+/,aa,86
o5089-w0510,pers00164,anapaest,tetrameter,couplet,pair,12,epigram,--+|--+|--+|--+/,aa,16
o4784-w0090,pers00268,iamb,pentameter|hexameter,couplet,pair,10,allegory,-+|-+|-+|-+|-+/,aa,30
o4986-w0460,pers00206,iamb,tetrameter,quatrain,cross,8.8.8.8,character,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
o4741-w0040,pers00091,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,291
o4885-w0010,pers00300,iamb,pentameter,couplet,pair,10,heroiccouplet|narrative,-+|-+|-+|-+|-+/,aa,2050
o5156-w1000,pers00133,anapaest,tetrameter,couplet,pair,12,comic,--+|--+|--+|--+/,aa,16
o5153-w0796,pers00119,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ballad|epigram,-+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+|-+/      -+|-+|-+/,aabccb,6
o4986-w0800,pers00056,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababbcbccdcdee,14
o5280-w0360,pers00277,iamb,pentameter|tetrameter|trimeter|dimeter,,,,ode,irregular,irregular,38
ayo19-w0020,pers00267,iamb,pentameter,,,10,blankverse|meditation|graveyard,-+|-+|-+|-+|-+/,,694
o5156-w1232,pers00108,iamb,tetrameter,quatrain,cross,8.8.8.8,epigram|imitation|translation|paraphrase,-+|-+|-+|-+/          -+|-+|-+|-+/          -+|-+|-+|-+/          -+|-+|-+|-+/,abab,4
pco62-w0080,pers00293,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,41
o5154-w0370,pers00092,anapaest,tetrameter,couplet,pair,12,prayer|satire,--+|--+|--+|--+/,aa,60
pma99-w0050,pers00306,iamb,pentameter,couplet,pair,10,heroiccouplet|allegory,-+|-+|-+|-+|-+/,aa,48
o5156-w0770,pers00045,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,74
o4784-w0860,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet|meditation,-+|-+|-+|-+|-+/,aa,50
bed98-w0270,pers00340,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,52
n22cs-w0070,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
o5153-w0550,pers00038,iamb,tetrameter,quatrain,cross,8.7.8.7,ballad|song,-+|-+|-+|-+/     -+|-+|-+|-/     -+|-+|-+|-+/     -+|-+|-+|-/,abab,16
glb19-w0520,pers00352,iamb,tetrameter,,pair,8,narrative,-+|-+|-+|-+/,aa,68
o4103-w0320,pers00254,anapaest,tetrameter,quatrain,pair,12.12.12.12,epigram,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabb,8
bjb18-w0270,pers00287,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,236
o5155-w0810,pers00037,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,84
o3900-w0710,pers00309,iamb,trimeter|tetrameter,sestet,,6.6.8.8.8.8,hymn,-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabcbc,66
o5157-w0880,pers00039,iamb,tetrameter|pentameter,strophe|antistrophe|epode,,,ode,irregular,,123
o4106-w0100,pers00294,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,90
o4987-w0360,pers00102,iamb,pentameter,quatrain,cross,10.10.10.10,lyric,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,36
oar96-w0450,pers00265,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,epigram,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,32
oat77-w0160,pers00344,iamb,tetrameter,couplet,pair,8,dialogue,-+|-+|-+|-+/,aa,52
o5454-w0130,pers00292,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,24
bah18-w0570,pers00281,iamb,tetrameter,octet,,8.8.8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcdcd,16
pba35-w0020,pers00087,iamb,pentameter,octet,pair,10,address|panegyric,-+|-+|-+|-+|-+/,aa,8
o3900-w1060,pers00309,iamb,tetrameter,sestet,,6.6.8.8.8.8,hymn,-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabcbc,36
bsb18-w0140,pers00280,iamb,tetrameter,,cross,8.8.8.8,narrative,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,52
o4987-w0750,pers00220,iamb,pentameter,couplet,,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,178
pba35-w0080,pers00087,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,14
glb19-w0110,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
o5454-w0190,pers00292,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,24
bjb18-w0640,pers00287,iamb,tetrameter|trimeter,nine-line,intermittent,8.6.8.6.8.7.7.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+/,abxbxcxac,36
pmp18-w0810,pers00314,iamb,tetrameter,octet,pair,8.8.8.8.8.8.8.8,epigram,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbccdd,8
bsb18-w0570,pers00280,anapaest,trimeter,octet,intermittent,9.9.9.9.9.9.9.9,song,--+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/,xaxaxbxb,48
o5157-w0820,pers00041,anapaest,tetrameter,couplet,pair,12,dialogue|satire,--+|--+|--+|--+/,aa,64
cbu86-w0040,pers00307,iamb,tetrameter|dimeter,nine-line,cross,8.6.8.6.8.6.8.6.4,narrative,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+/,ababcdcdx,243
pmt18-w0140,pers00320,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
oat77-w0550,pers00344,iamb,,couplet,pair,,,irregular,,21
bao18-w0370,pers00279,anapaest,tetrameter,quintet,,11.11.11.11.11,lyric|song,-+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/,aabbb,20
bjl92-w0360,pers00338,iamb,pentameter,couplet,pair,10,epistle,-+|-+|-+|-+|-+/,aa,46
oar96-w0060,pers00265,iamb,pentameter|heptameter,sestet,pair,10.10.10.10.10.14,,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+|-+/,aabbcc,18
pba35-w0410,pers00261,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,40
bah18-w0140,pers00281,iamb,tetrameter|hexameter,octet,cross|pair,8.8.8.8.8.8.8.12,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,ababccdd,176
o4985-w0350,pers00208,iamb,pentameter,quatrain,cross,10.10.10.10,elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,92
glb19-w0580,pers00352,iamb,tetrameter|pentameter|hexameter,,,8,occasional,-+|-+|-+|-+/,,16
pma99-w0460,pers00306,anapaest,tetrameter,sestet,pair,12.12.12.12.12.12,riddle,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabbcc,6
o5153-w0160,pers00030,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase,-+|-+|-+|-+/     -+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+/,abab,16
n22cs-w0440,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
bed98-w0640,pers00340,iamb,tetrameter,quatrain,pair,8.8.8.8,hymn,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,aabb,24
o5156-w0340,pers00037,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase,-+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,abab,24
pco62-w0020,pers00293,iamb,pentameter,couplet,pair,10,heroiccouplet|imitation,-+|-+|-+|-+|-+/,aa,298
ayo19-w0080,pers00267,iamb,pentameter,,,10,blankverse|meditation|graveyard,-+|-+|-+|-+|-+/,,1417
o4784-w0030,pers00268,iamb,tetrameter,couplet,pair,8,mockheroic|fable,-+|-+|-+|-+/,aa,44
pik94-w0140,pers00327,iamb,pentameter,quatrain,cross,10.10.10.10,occasional,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,8
o4984-w0450,pers00053,iamb,pentameter,couplet,pair,10,heroiccouplet|satire,-+|-+|-+|-+|-+/,aa,236
pdi12-w0080,pers00266,iamb,pentameter,couplet,pair,10,heroiccouplet|dialogue|pastoral|eclogue,-+|-+|-+|-+|-+/,aa,68
o5089-w0120,pers00180,iamb,tetrameter,couplet,pair,8,fragment,-+|-+|-+|-+/,aa,92
o4741-w0470,pers00091,iamb,trimeter|tetrameter,quatrain,cross,8.6.8.6,occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,24
o4986-w0050,pers00231,iamb,tetrameter,quatrain,cross,8.8.8.8,epigram,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,4
oau90-w0370,pers00350,iamb,tetrameter,octet,cross,8.8.8.8.8.8.8.8,epithalamion,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcdcd,40
o3838-w0010,pers00297,iamb,dimeter|trimeter|tetrameter|pentameter,,,,drama,irregular,irregular,1425
pba35-w0870,pers00087,iamb,pentameter,couplet,pair,10,heroiccouplet|epigram|dedication,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabb,4
n12jb-w0010,pers00354,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,234
o4198-w0190,pers00288,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,54
o5157-w0440,pers00105,anapaest,trimeter,octet,,9.8.9.8.9.8.9.8,lyric,-+|--+|--+|-/         -+|--+|--+/         -+|--+|--+|-/         -+|--+|--+/         -+|--+|--+|-/         -+|--+|--+/         -+|--+|--+|-/         -+|--+|--+/,ababcdcd,16
pse03-w0160,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,35
par19-w0340,pers00351,iamb,tetrameter,quatrain,cross,8.8.8.8,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,40
pmp18-w0470,pers00314,iamb,tetrameter,couplet,pair,8,answer,-+|-+|-+|-+/,aa,169
o4672-w0540,pers00292,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,address|ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,48
bhw18-w0160,pers00276,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,occasional|narrative,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,124
o5155-w0040,pers00089,iamb,tetrameter,couplet,pair,8,countryhouse,-+|-+|-+|-+/,aa,290
peh89-w0170,pers00324,iamb,tetrameter,couplet,pair,8,comic,-+|-+|-+|-+/,aa,48
o4739-w0210,pers00285,iamb,trimeter|tetrameter|pentameter,couplet,pair,,address,irregular,aa,54
tgaen-wagtr,pers00039,iamb,pentameter,,,10,blankverse|drama|fragment,-+|-+|-+|-+|-+/,,194
o3776-w0100,pers00047,iamb,trimeter|tetrameter|pentameter|hexameter,ten-line,,8,ode,irregular,ababccdeed,120
o3794-w0270,pers00269,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,fable,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,18
o5125-w0140,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,43
o4784-w0650,pers00268,trochee,tetrameter,couplet,pair,8,dialogue,+-|+-|+-|+-/,aa,20
o5156-w0940,pers00108,anapaest,tetrameter,quatrain,pair,12.12.12.12,ballad|song,--+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/,aabb,24
prc90-w0150,pers00328,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
oau90-w0180,pers00350,iamb,pentameter,couplet,pair,10,dialogue,-+|-+|-+|-+|-+/,aa,20
o4984-w0230,pers00227,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode|elegy,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,120
o5089-w0740,pers00182,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,62
o4741-w0210,pers00091,iamb,tetrameter,couplet,pair,8,satire,-+|-+|-+|-+/,aa,16
o4986-w0630,pers00029,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
oau90-w0510,pers00350,iamb,pentameter,couplet,pair,10,epigram,-+|-+|-+|-+|-+/,aa,21
pjo50-w0480,pers00273,iamb,pentameter,couplet,pair,10,heroiccouplet|elegy,-+|-+|-+|-+|-+/,aa,65
cac95-w0150,pers00301,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
bhw18-w0390,pers00276,iamb,pentameter,quatrain,pair,10.10.10.10,imitation,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabb,4
peh89-w0380,pers00324,iamb,tetrameter,quintet,pair,8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbb,15
pro75-w0010,pers00271,anapaest,trimeter,octet,cross,9.9.9.9.9.9.9.9,pastoral|ballad,--+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/,ababcdcd,96
o3794-w0080,pers00269,iamb,pentameter,couplet,pair,10,heroiccouplet|essay,-+|-+|-+|-+|-+/,aa,808
o5157-w0220,pers00146,anapaest,tetrameter,quatrain,pair,12.12.12.12,ode|imitation|translation|paraphrase,--+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/,aabb,28
pmp18-w0210,pers00314,iamb,tetrameter,quatrain,cross,8.8.8.8,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,16
clc03-w0020,pers00349,iamb,pentameter|tetrameter,,,,ode,irregular,irregular,198
o4672-w0320,pers00292,iamb,tetrameter,quatrain,pair,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,40
pcm93-w0210,pers00313,trochee,tetrameter,couplet,pair,7.7.7.7,narrative,+-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/,abab,56
ojg27-w0030,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,42
o5155-w0620,pers00054,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,32
pyl90-w0080,pers00322,anapaest,tetrameter,quatrain,pair,12.12.12.12,answer,(-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/,aabb,4
pjo50-w0010,pers00273,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,127
pse03-w0390,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,39
pmp18-w0680,pers00314,iamb,tetrameter,quatrain,pair,8.8.8.8,epigram,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,4
o3794-w0410,pers00269,iamb,pentameter,couplet,pair,10,heroiccouplet|essay,-+|-+|-+|-+|-+/,aa,90
o3900-w0920,pers00308,iamb,tetrameter,sestet,tail,8.8.8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabccb,12
o3900-w0540,pers00310,iamb,tetrameter,sestet|sestarima,,8.8.8.8.8.8,hymn|translation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,48
tgaen-winma,pers00039,iamb,pentameter,octet,pair,10.10.10.10.10.10.10.10,occasional,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabbccdd,8
o4987-w0130,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,abbaabbacdecde,14
bsb18-w0780,pers00280,trochee,tetrameter,,cross,8.7.8.7.8.7.8.7,song,+-|+-|+-|+-/ +-|+-|+-|+/ +-|+-|+-|+-/ +-|+-|+-|+/ +-|+-|+-|+-/ +-|+-|+-|+/ +-|+-|+-|+-/ +-|+-|+-|+/,ababcdcd,16
o4103-w0170,pers00254,iamb,pentameter,,,10,blankverse|georgic,-+|-+|-+|-+|-+/,,733
ppo24-w0020,pers00257,iamb,pentameter,couplet,pair,10,heroiccouplet|dreamvision|narrative,-+|-+|-+|-+|-+/,aa,620
glb19-w0770,pers00352,anapaest,tetrameter,quintet,,12.12.12.12.12,occasional,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,ababb,35
bao18-w0180,pers00279,iamb,tetrameter,quatrain,cross,8.8.8.8,ballad|address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
bjb18-w0020,pers00287,iamb,pentameter,,,10,blankverse|narrative,-+|-+|-+|-+|-+/,,284
oar96-w0290,pers00265,iamb,pentameter,triplet,continuous,10.10.10,address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aaa,15
bjl92-w0190,pers00338,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,64
