poem_id,aut_id,foottype,footnums,stanza,spos,syllab,form,met,rhyme,nlines
prc90-w0330,pers00328,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,24
pcc86-w0260,pers00323,iamb,pentameter,couplet,pair,10,character,-+|-+|-+|-+|-+/,,58
o4984-w0050,pers00218,iamb,tetrameter,couplet,pair,8,epistle|prospect,-+|-+|-+|-+/,aa,271
o5125-w0320,pers00154,iamb,tetrameter|trimeter|dimeter,,,8.8.8.8.4.4.6.8.8.4.4.6.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+/ -+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+/ -+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababccdedeefxf,28
o4784-w0430,pers00268,iamb,tetrameter,,,8,epistle|translation,irregular,irregular,46
pdi12-w0010,pers00266,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,45
o4668-w0010,pers00276,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,narrative,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,492
o3378-w0010,pers00337,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,202
o5089-w0520,pers00190,iamb,pentameter,quatrain,intermittent,10,address,-+|-+|-+|-+|-+/,xaxa,56
o4741-w0070,pers00091,iamb,tetrameter|pentameter|hexameter,couplet,,,topical,irregular,,24
o4986-w0450,pers00206,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,address,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,48
o5089-w0580,pers00078,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,address,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,16
pik94-w0170,pers00327,iamb,pentameter,couplet,pair,10,heroiccouplet|elegy,-+|-+|-+|-+|-+/,aa,47
o4081-w0010,pers00348,iamb,tetrameter,couplet,pair,,ode,irregular,aa,238
o3591-w0010,pers00155,iamb,pentameter,couplet,pair,10,heroiccouplet|satire,-+|-+|-+|-+|-+/,aa,398
o4984-w0460,pers00053,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,104
o5089-w0110,pers00180,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,ballad,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,68
o4784-w0490,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet|translation|drama,-+|-+|-+|-+|-+/,aa,51
o4986-w0060,pers00231,anapaest,tetrameter,couplet,pair,12,epigram,--+|--+|--+|--+/,aa,18
o4741-w0440,pers00091,iamb,trimeter|tetrameter|pentameter,,,,ode|imitation,irregular,irregular,86
tgaen-wcand,pers00039,anapaest,tetrameter,couplet,pair,11,satire,-+|--+|--+|--+/,aa,34
o5125-w0380,pers00154,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,173
oau90-w0340,pers00350,iamb,pentameter,couplet,pair,10,epistle,-+|-+|-+|-+|-+/,aa,43
prc90-w0390,pers00328,iamb,pentameter,couplet,pair,10,heroiccouplet|hymn,-+|-+|-+|-+|-+/,aa,14
pba35-w0840,pers00087,iamb,tetrameter,couplet,,8,epigram,-+|-+|-+|-+/,aa,8
o5157-w0470,pers00128,anapaest,trimeter|dimeter,sestet,tail,6.6.9.6.6.9,song,--+|--+/         --+|--+/         --+|--+|--+/         --+|--+/         --+|--+/         --+|--+|--+/,aabccb,24
o4672-w0570,pers00292,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,24
pmp18-w0440,pers00314,iamb,tetrameter,couplet,pair,8,epigram,-+|-+|-+|-+/,aa,81
pse03-w0150,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet|address|satire,-+|-+|-+|-+|-+/,aa,35
o5155-w0070,pers00048,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,24
peh89-w0140,pers00324,anapaest,tetrameter|trimeter,quatrain,cross,12.9.12.9,pastoral,--+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,abab,28
bhw18-w0150,pers00276,iamb,tetrameter,couplet,pair,8,ode|occasional,-+|-+|-+|-+/,aa,282
o4739-w0220,pers00284,iamb,trimeter|tetrameter|pentameter,,,,address,irregular,irregular,153
o4987-w0760,pers00220,iamb,pentameter,,,10,blankverse|ode,-+|-+|-+|-+|-+/,,250
glb19-w0120,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
bjb18-w0670,pers00287,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,16
bsb18-w0540,pers00280,iamb,tetrameter|trimeter,octet,intermittent,8.6.8.6.8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+/,xaxaxbxb,24
o4106-w0190,pers00294,iamb,pentameter,couplet,pair,10,heroiccouplet|narrative,-+|-+|-+|-+|-+/,aa,249
pmp18-w0820,pers00314,iamb,tetrameter,sestet,cross,8.8.8.8.7.6,epigram,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+/,ababab,6
cbu86-w0070,pers00307,iamb,tetrameter|dimeter,sestet,tail,8.8.8.4.8.4,elegy,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+/ -+|-+|-+|-+/ -+|-+/,aaabab,48
o5157-w0810,pers00041,iamb,pentameter,couplet,pair,10,heroiccouplet|elegy,-+|-+|-+|-+|-+/,aa,91
oar96-w0050,pers00265,iamb,tetrameter|pentameter|hexameter|heptameter,,,,ode,irregular,irregular,56
bmb97-w0300,pers00315,iamb,tetrameter,couplet,pair,8,ode,-+|-+|-+|-+/,aa,70
bjl92-w0350,pers00338,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,28
bao18-w0340,pers00279,anapaest,tetrameter,quatrain,cross,11.11.11.11,lyric|song,-+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/,abab,12
oat77-w0560,pers00344,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,37
o5155-w0880,pers00142,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase,-+|-+|-+|-+/          -+|-+|-+/         -+|-+|-+|-+/          -+|-+|-+/,abab,24
pmt18-w0170,pers00320,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
o4985-w0360,pers00208,iamb,tetrameter,couplet,pair,8,hymn,-+|-+|-+|-+/,aa,208
bah18-w0170,pers00281,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,43
pba35-w0420,pers00087,iamb,tetrameter,couplet,pair,8,panegyric,-+|-+|-+|-+/,aa,36
pma99-w0450,pers00306,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,riddle,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,8
bed98-w0670,pers00340,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,abab,24
n22cs-w0470,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefgefg,14
o5153-w0150,pers00030,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase|song,-+|-+|-+|-+/     -+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+/,abab,12
pco62-w0010,pers00293,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,246
o5156-w0370,pers00122,trochee,tetrameter,couplet,pair,7,,+-|+-|+-|+/,aa,18
o5156-w1090,pers00108,iamb,pentameter|hexameter,septet,,10.10.10.10.10.10.12,spenser|imitation,-+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+|-+/,ababbcc,84
cbu86-w0280,pers00307,iamb,tetrameter|dimeter,sestet,tail,8.8.8.4.8.4,epistle,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+/ -+|-+|-+|-+/ -+|-+/,aaabab,108
o3900-w0570,pers00309,iamb,tetrameter,sestet,pair,8.8.8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcc,48
o4987-w0100,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,abbaabbacdecde,14
glb19-w0740,pers00352,iamb,pentameter,,,10,occasional,-+|-+|-+|-+|-+/,abbaccdeedffgghhikikll,22
o4985-w0190,pers00167,anapaest,tetrameter|trimeter,quatrain,cross,12.9.12.9,pastoral|song|ballad,--+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,abab,28
o4103-w0140,pers00254,trochee,tetrameter,sestet,pair,8.8.8.8.8.8,ode,+-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/,aabbcc,24
ppo24-w0010,pers00257,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,167
bah18-w0380,pers00281,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,16
pmc36-w0030,pers00325,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,53
bjb18-w0010,pers00287,iamb,pentameter,,,10,blankverse|narrative,-+|-+|-+|-+|-+/,,311
pmt18-w0380,pers00320,trochee,tetrameter,quatrain,cross,8.8.8.8,narrative,+-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/,abab,60
bsb18-w0320,pers00280,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,88
o3900-w1200,pers00309,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,28
o4987-w0590,pers00178,iamb,tetrameter|trimeter,,,,ode,irregular,irregular,60
bjb18-w0480,pers00287,iamb,pentameter,couplet,pair,10,occasional|address,-+|-+|-+|-+|-+/,aa,132
bjl92-w0530,pers00338,iamb,tetrameter,couplet,pair,8,epistle,-+|-+|-+|-+/,aa,47
oat77-w0300,pers00344,iamb,pentameter,couplet|triplet,pair,10,,-+|-+|-+|-+|-+/,aa,14
glb19-w1030,pers00352,iamb,pentameter,,,10,blankverse|occasional,-+|-+|-+|-+|-+/,,99
o5454-w0350,pers00292,anapaest,tetrameter|trimeter,sestet,tail,12.12.9.12.12.9,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,aabccb,18
o4985-w0500,pers00053,iamb,pentameter,,,10,blankverse|pastoral|eclogue|dialogue,-+|-+|-+|-+|-+/,,568
pba35-w0240,pers00087,iamb,pentameter,couplet,pair,10,heroiccouplet|lament,-+|-+|-+|-+|-+/,aa,46
bed98-w0480,pers00340,iamb,tetrameter,quatrain,cross,8.8.8.8,complaint,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,abab,40
o5154-w0110,pers00124,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,82
pma99-w0230,pers00306,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,dialogue,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,44
o4671-w0010,pers00337,iamb,pentameter,couplet,pair,10,heroiccouplet|essay,-+|-+|-+|-+|-+/,aa,2440
o5247-w0140,pers00295,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,20
o5280-w0100,pers00277,trochee,tetrameter,couplet,pair,8,pastoral,+-|+-|+-|+-/,aa,70
o5156-w0180,pers00035,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,24
bed98-w0010,pers00340,trochee,tetrameter,couplet,pair,7,occasional,+-|+-|+-|+(-)/,aa,96
n22cs-w0210,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
o5153-w0730,pers00123,iamb,pentameter,couplet,pair,10,heroiccouplet|riddle,-+|-+|-+|-+|-+/,aa,52
o5154-w0580,pers00108,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,40
o5156-w0510,pers00026,iamb,tetrameter,couplet,pair,8,epistle|satire,-+|-+|-+|-+/,aa,41
tpc26-w0170,pers00353,anapaest,tetrameter|dimeter,nine-line,pair,12.12.12.12.5.6.12.12.12,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ -+|--+/ --+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabbcccdd,54
o4784-w0660,pers00268,iamb,tetrameter|trimeter,quintet,tail,8.6.8.8.6,fable,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abaab,53
o4986-w0290,pers00142,iamb,pentameter,quatrain,cross,10.10.10.10,epigram|inscription,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,8
o5125-w0170,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet|essay,-+|-+|-+|-+|-+/,aa,112
o4984-w0200,pers00227,iamb,pentameter|tetrameter|trimeter,,,,ode,irregular,irregular,100
pcc86-w0030,pers00323,anapaest,trimeter,quatrain,cross,9.9.9.9,pastoral,--+|--+|--+|/ --+|--+|--+|/ --+|--+|--+|/ --+|--+|--+|/,abab,32
prc90-w0160,pers00328,iamb,tetrameter,quatrain,cross,8.8.8.8,occasional,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,52
pye85-w0090,pers00256,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,44
o5089-w0770,pers00174,iamb,tetrameter|trimeter,quatrain,cross,8.7.8.7,address,-+|-+|-+|-+/ -+|-+|-+-/ -+|-+|-+|-+/ -+|-+|-+|-/,abab,20
o4986-w0600,pers00044,iamb,tetrameter,quatrain,cross,8.8.8.8,wish,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,28
o4741-w0220,pers00091,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,12
oau90-w0520,pers00350,iamb,pentameter,couplet,pair,10,elegy,-+|-+|-+|-+|-+/,aa,59
o4984-w0690,pers00090,iamb,tetrameter,couplet,pair,8,epigram,-+|-+|-+|-+/,aa,16
o5155-w0280,pers00045,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase|imitation|translation|paraphrase,-+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,abab,16
o5152-w0030,pers00011,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,ballad|chevy-chase,-+|-+|-+|-+/      -+|-+|-+/     -+|-+|-+|-+/      -+|-+|-+/,xaxa,72
cac95-w0160,pers00301,iamb,pentameter,,,10,narrative|fragment,-+|-+|-+|-+|-+/,irregular,29
ojg27-w0490,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,52
o5157-w0210,pers00146,anapaest,trimeter,octet,cross,9.9.9.9.9.9.9.9,,--+|--+|--+/         --+|--+|--+/         --+|--+|--+/         --+|--+|--+/         --+|--+|--+/         --+|--+|--+/         --+|--+|--+/         --+|--+|--+/,ababcdcd,40
pro75-w0020,pers00271,anapaest,trimeter,octet,cross,9.9.9.9.9.9.9.9,pastoral|ballad,--+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/,ababcdcd,48
o4672-w0310,pers00292,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,28
clc03-w0010,pers00349,iamb,pentameter|tetrameter|trimeter,,,,eulogy,irregular,irregular,378
pmp18-w0220,pers00314,iamb,tetrameter,,cross,8.8.8.8,ballad|ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,172
o5155-w0610,pers00043,iamb,trimeter|tetrameter|pentameter|hexameter,octet,,8.6.8.6.8.8.10.12,ode,-+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+|-+/,ababccdd,40
pcm93-w0220,pers00313,anapaest,tetrameter|trimeter,quatrain,cross,12.9.12.9,address,--+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,abab,32
pjo50-w0020,pers00273,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,299
par19-w0180,pers00351,iamb,pentameter,quatrain,cross,10.10.10.10,,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,22
o5157-w0680,pers00109,anapaest,tetrameter,couplet,pair,12,comic,--+|--+|--+|--+/,aa,18
o3900-w0910,pers00308,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,28
o3794-w0420,pers00269,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,66
o5156-w0580,pers00045,trochee,tetrameter,couplet,pair,7,hymn,+-|+-|+-|+/,aa,88
bed98-w0080,pers00340,trochee,tetrameter,couplet,pair,7,address,+-|+-|+-|+(-)/,aa,28
n22cs-w0280,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefgefg,14
o5154-w0510,pers00098,iamb,tetrameter,quatrain,cross,8.8.8.8,epigram,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,8
o5156-w0110,pers00035,iamb,tetrameter,quatrain,pair,8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,aabb,44
o5280-w0190,pers00277,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,20
o5157-w0041,pers00047,iamb,pentameter,,,10,blankverse|inscription,-+|-+|-+|-+|-+/,,15
bed98-w0410,pers00340,iamb,tetrameter,quatrain,cross,8.8.8.8,sonnet,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
n22cs-w0610,pers00290,iamb,pentameter,quatrain,cross,10.10.10.10,elegy|heroicquatrain,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,68
o5153-w0330,pers00119,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,520
o5154-w0180,pers00049,iamb,tetrameter,couplet,pair,8,ode|essay,-+|-+|-+|-+/,aa,148
glb19-w0340,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbaabbacdcdcd,14
bjb18-w0410,pers00287,iamb,pentameter,couplet,pair,10,hymn,-+|-+|-+|-+|-+/,aa,54
oat77-w0390,pers00344,iamb,,couplet,pair,10,epigram,-+|-+|-+|-+|-+/,aa,18
o3555-w0130,pers00149,iamb,tetrameter|pentameter,sestet,tail,8.8.10.8.8.10,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabccb,48
pba35-w1130,pers00087,anapaest,tetrameter,couplet,pair,12,address,--+|--+|--+|--+/,aa,12
o3900-w0170,pers00309,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,48
o3900-w1290,pers00309,iamb,tetrameter,quatrain,pair,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,40
o4987-w0500,pers00213,iamb,pentameter,couplet,pair,10,imitation|translation|paraphrase,-+|-+|-+|-+|-+/,aa,24
oar96-w0230,pers00265,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,63
bjb18-w0080,pers00287,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,38
bmb97-w0160,pers00315,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ode,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,44
bjl92-w0130,pers00338,anapaest,trimeter,quatrain,cross,8.8.8.8,mockheroic,-+|--+|--+/ -+|--+|--+/ -+|--+|--+/ -+|--+|--+/,abab,48
bao18-w0120,pers00279,iamb,pentameter,quatrain,cross,10.10.10.10,ode|address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,24
pmt18-w0310,pers00320,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
ppo24-w0080,pers00257,iamb,pentameter,couplet,pair,10,heroiccouplet|address|essay,-+|-+|-+|-+|-+/,aa,98
o4985-w0100,pers00048,iamb,tetrameter,couplet,pair,8,ode,-+|-+|-+|-+/,aa,78
bah18-w0310,pers00281,iamb,tetrameter,quatrain,pair,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,28
pba35-w0640,pers00087,iamb,tetrameter,sestet,pair,8.8.8.8.8.8,lament|address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcc,12
bsb18-w0720,pers00280,anapaest,tetrameter,octet,pair,12.12.12.12.12.12.12.12,song|address,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabbccdd,48
o4987-w0190,pers00014,anapaest,tetrameter,couplet,pair,12,,--+|--+|--+|--+/,aa,16
cbu86-w0210,pers00307,iamb,tetrameter|dimeter,sestet,tail,8.8.8.4.8.4,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+/ -+|-+|-+|-+/ -+|-+/,aaabab,54
o5157-w0610,pers00094,anapaest,tetrameter,sestet,,11.11.11.11.11.11,satire|apology,-+|--+|--+|--+/         -+|--+|--+|--+/         -+|--+|--+|--+/         -+|--+|--+|--+/         -+|--+|--+|--+/         -+|--+|--+|--+/,ababcc,42
o3900-w0980,pers00309,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,56
pmp18-w0620,pers00314,iamb,tetrameter,couplet,pair,8,epigram,-+|-+|-+|-+/,aa,20
pse03-w0330,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,48
par19-w0110,pers00351,iamb,tetrameter|pentameter,,,8,occasional,-+|-+|-+|-+/,,67
pyl90-w0020,pers00322,iamb,tetrameter|trimeter,octet,cross,8.6.8.6.8.6.8.6,complaint,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababcdcd,24
o5155-w0680,pers00057,iamb,tetrameter|pentameter,,,,ode,irregular,irregular,151
o5152-w0430,pers00014,iamb,trimeter,octet,cross,6,song,-+|-+|-+/,ababcdcd,32
ojg27-w0090,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,54
o4672-w0380,pers00292,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,51
clc03-w0080,pers00349,iamb,tetrameter,twelve-line,cross,9.8.9.8,song,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,abab,12
o5157-w0280,pers00114,iamb|anapaest,trimeter|tetrameter|pentameter,couplet,pair,,song,irregular,aa,36
o3794-w0020,pers00269,iamb,pentameter,couplet,pair,10,heroiccouplet|essay|satire,-+|-+|-+|-+|-+/,aa,624
o5155-w0210,pers00033,iamb,trimeter|tetrameter|pentameter,,,,epitaph,,,28
peh89-w0320,pers00324,anapaest,tetrameter,quatrain,pair,12.12.12.12,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabb,32
bjb18-w0870,pers00287,iamb,pentameter,quatrain,cross,10.10.10.10,paraphrase,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,28
bhw18-w0330,pers00276,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbaabbacdcdcd,14
ojg27-w0400,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,50
pjo50-w0420,pers00273,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,46
o4739-w0040,pers00284,iamb,tetrameter|pentameter,sestet,,10.10.8.8.8.8,occasional,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabcbc,48
o4984-w0600,pers00252,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,54
