Rhyme word,End freq,Full freq,Body freq,%DIFF,Rhyme frequency ratio
hypocrisy,3,25,22,-9.506,0.12
acts,3,126,123,-83.814,0.02381
offering,3,51,48,-58.524,0.058824
rebelled,3,5,2,895.433,0.6
nick,3,5,2,895.433,0.6
bubble,3,21,18,10.604,0.142857
strows,3,8,5,298.173,0.375
future,3,560,557,-96.426,0.005357
approaches,3,31,28,-28.898,0.096774
coaches,3,19,16,24.429,0.157895
astronomy,3,4,1,1890.867,0.75
sham,3,4,1,1890.867,0.75
enjoyment,3,30,27,-26.264,0.1
mercurius,3,4,1,1890.867,0.75
amity,3,4,1,1890.867,0.75
sonnet,3,162,159,-87.479,0.018519
upon it,3,,,,
reckoned,3,14,11,80.988,0.214286
ruled,3,72,69,-71.147,0.041667
camp,3,35,32,-37.785,0.085714
interwove,3,6,3,563.622,0.5
hymn,3,108,105,-81.039,0.027778
forbade,3,22,19,4.782,0.136364
guns,3,16,13,53.144,0.1875
gladness,3,51,48,-58.524,0.058824
foams,3,15,12,65.906,0.2
awaits,3,16,13,53.144,0.1875
dairymaid,3,7,4,397.717,0.428571
misletoe,3,4,1,1890.867,0.75
unity,3,9,6,231.811,0.333333
braved,3,26,23,-13.441,0.115385
fern,3,8,5,298.173,0.375
lug,3,5,2,895.433,0.6
barrel,3,4,1,1890.867,0.75
trash,3,12,9,121.207,0.25
excise,3,7,4,397.717,0.428571
crape,3,6,3,563.622,0.5
owed,3,16,13,53.144,0.1875
perhaps,3,449,446,-95.536,0.006682
disapproved,3,3,0,1.153579943090046e+16,1.0
untired,3,12,9,121.207,0.25
thaw,3,6,3,563.622,0.5
let,3,3224,3221,-99.382,0.000931
pied,3,5,2,895.433,0.6
grumble,3,6,3,563.622,0.5
shining,3,300,297,-93.297,0.01
stilled,3,9,6,231.811,0.333333
undefined,3,4,1,1890.867,0.75
embower,3,4,1,1890.867,0.75
rosalind,3,9,6,231.811,0.333333
styx,3,11,8,148.858,0.272727
bloomed,3,28,25,-20.365,0.107143
sitting,3,31,28,-28.898,0.096774
bully,3,19,16,24.429,0.157895
curiosity,3,15,12,65.906,0.2
despoil,3,3,0,1.153579943090046e+16,1.0
teaches,3,17,14,42.205,0.176471
repentance,3,59,56,-64.449,0.050847
agonies,3,31,28,-28.898,0.096774
emulate,3,37,34,-41.445,0.081081
sinners,3,35,32,-37.785,0.085714
pout,3,4,1,1890.867,0.75
spinning,3,9,6,231.811,0.333333
coal,3,11,8,148.858,0.272727
suits,3,63,60,-66.819,0.047619
disposition,3,9,6,231.811,0.333333
dogs,3,72,69,-71.147,0.041667
bigger,3,7,4,397.717,0.428571
deum,3,7,4,397.717,0.428571
madam,3,123,120,-83.409,0.02439
ladle,3,11,8,148.858,0.272727
a—,3,4,1,1890.867,0.75
plumb,3,11,8,148.858,0.272727
cradle,3,40,37,-46.193,0.075
farms,3,6,3,563.622,0.5
award,3,3,0,1.153579943090046e+16,1.0
rebels,3,13,10,99.087,0.230769
indifference,3,70,67,-70.286,0.042857
smarts,3,9,6,231.811,0.333333
roast,3,13,10,99.087,0.230769
serious,3,99,96,-79.262,0.030303
hinted,3,7,4,397.717,0.428571
ache,3,6,3,563.622,0.5
philosopher,3,25,22,-9.506,0.12
bodice,3,7,4,397.717,0.428571
miscarry,3,7,4,397.717,0.428571
conclusion,3,25,22,-9.506,0.12
sprawl,3,5,2,895.433,0.6
bestride,3,8,5,298.173,0.375
lucretius,3,9,6,231.811,0.333333
arrows,3,59,56,-64.449,0.050847
sparrows,3,14,11,80.988,0.214286
rehearses,3,3,0,1.153579943090046e+16,1.0
sadness,3,57,54,-63.132,0.052632
uses,3,19,16,24.429,0.157895
satyr,3,39,36,-44.698,0.076923
fighting,3,25,22,-9.506,0.12
settle,3,20,17,17.11,0.15
cupid,3,151,148,-86.548,0.019868
stupid,3,58,55,-63.802,0.051724
permission,3,12,9,121.207,0.25
elope,3,3,0,1.153579943090046e+16,1.0
concerned,3,13,10,99.087,0.230769
system,3,62,59,-66.256,0.048387
chamber,3,39,36,-44.698,0.076923
constrains,3,5,2,895.433,0.6
joan,3,8,5,298.173,0.375
merry,3,101,98,-79.685,0.029703
cherry,3,8,5,298.173,0.375
tropes,3,8,5,298.173,0.375
gingerbread,3,5,2,895.433,0.6
tar,3,5,2,895.433,0.6
rapture,3,229,226,-91.191,0.0131
beans,3,8,5,298.173,0.375
gets,3,25,22,-9.506,0.12
dissected,3,3,0,1.153579943090046e+16,1.0
scours,3,16,13,53.144,0.1875
further,3,56,53,-62.436,0.053571
digestion,3,6,3,563.622,0.5
epicurus,3,4,1,1890.867,0.75
viol,3,6,3,563.622,0.5
cloe,3,77,74,-73.096,0.038961
believing,3,29,26,-23.428,0.103448
ill-nature,3,13,10,99.087,0.230769
silk,3,32,29,-31.349,0.09375
planted,3,55,52,-61.714,0.054545
collection,3,10,7,184.41,0.3
grammar,3,13,10,99.087,0.230769
kettle,3,10,7,184.41,0.3
lampoon,3,8,5,298.173,0.375
throughout,3,52,49,-59.37,0.057692
pitch,3,24,21,-5.197,0.125
jump,3,8,5,298.173,0.375
puff,3,12,9,121.207,0.25
plants,3,88,85,-76.578,0.034091
mishaps,3,5,2,895.433,0.6
catarrh,3,5,2,895.433,0.6
pap,3,3,0,1.153579943090046e+16,1.0
instead,3,58,55,-63.802,0.051724
repute,3,7,4,397.717,0.428571
conjoined,3,8,5,298.173,0.375
unbroken,3,14,11,80.988,0.214286
fated,3,39,36,-44.698,0.076923
palate,3,22,19,4.782,0.136364
shirt,3,16,13,53.144,0.1875
failing,3,39,36,-44.698,0.076923
implants,3,3,0,1.153579943090046e+16,1.0
peeps,3,22,19,4.782,0.136364
trembled,3,76,73,-72.728,0.039474
con,3,11,8,148.858,0.272727
co.,3,4,1,1890.867,0.75
aye,3,70,67,-70.286,0.042857
discerned,3,11,8,148.858,0.272727
rood,3,10,7,184.41,0.3
bowing,3,21,18,10.604,0.142857
redound,3,3,0,1.153579943090046e+16,1.0
skull,3,9,6,231.811,0.333333
overtook,3,7,4,397.717,0.428571
gnaws,3,11,8,148.858,0.272727
condescends,3,15,12,65.906,0.2
distaste,3,6,3,563.622,0.5
clive,3,5,2,895.433,0.6
thane,3,10,7,184.41,0.3
phlegm,3,9,6,231.811,0.333333
mop,3,7,4,397.717,0.428571
barn,3,32,29,-31.349,0.09375
kissed,3,73,70,-71.559,0.041096
coo,3,7,4,397.717,0.428571
forty-five,3,6,3,563.622,0.5
mored,3,4,1,1890.867,0.75
afield,3,4,1,1890.867,0.75
crawls,3,14,11,80.988,0.214286
informs,3,28,25,-20.365,0.107143
sired,3,3,0,1.153579943090046e+16,1.0
trinity,3,5,2,895.433,0.6
christ,3,110,107,-81.394,0.027273
bedewed,3,28,25,-20.365,0.107143
boors,3,5,2,895.433,0.6
unlock,3,18,15,32.724,0.166667
vents,3,13,10,99.087,0.230769
retail,3,5,2,895.433,0.6
disarmed,3,19,16,24.429,0.157895
gums,3,13,10,99.087,0.230769
singular,3,5,2,895.433,0.6
violence,3,43,40,-50.228,0.069767
cæsar,3,19,16,24.429,0.157895
lugs,3,6,3,563.622,0.5
cod,3,6,3,563.622,0.5
ither,3,14,11,80.988,0.214286
digression,3,11,8,148.858,0.272727
disasters,3,9,6,231.811,0.333333
humble,3,528,525,-96.208,0.005682
riches,3,112,109,-81.735,0.026786
wretches,3,73,70,-71.559,0.041096
nappy,3,7,4,397.717,0.428571
quench,3,56,53,-62.436,0.053571
faction,3,67,64,-68.893,0.044776
timmer,3,3,0,1.153579943090046e+16,1.0
uneasy,3,29,26,-23.428,0.103448
lin,3,6,3,563.622,0.5
amour,3,6,3,563.622,0.5
captivity,3,12,9,121.207,0.25
sprays,3,7,4,397.717,0.428571
phaeton,3,18,15,32.724,0.166667
wot,3,16,13,53.144,0.1875
meaning,3,72,69,-71.147,0.041667
whirled,3,21,18,10.604,0.142857
avarice,3,102,99,-79.89,0.029412
decides,3,10,7,184.41,0.3
grasped,3,37,34,-41.445,0.081081
clasped,3,73,70,-71.559,0.041096
slights,3,21,18,10.604,0.142857
equality,3,5,2,895.433,0.6
duns,3,10,7,184.41,0.3
stow,3,6,3,563.622,0.5
fortitude,3,41,38,-47.609,0.073171
alleys,3,13,10,99.087,0.230769
t'engage,3,3,0,1.153579943090046e+16,1.0
wights,3,13,10,99.087,0.230769
preacher,3,18,15,32.724,0.166667
caressing,3,6,3,563.622,0.5
feeding,3,17,14,42.205,0.176471
it's,3,2547,2544,-99.217,0.001178
taxes,3,18,15,32.724,0.166667
throe,3,3,0,1.153579943090046e+16,1.0
smiling,3,451,448,-95.556,0.006652
reek,3,7,4,397.717,0.428571
dip,3,28,25,-20.365,0.107143
calf,3,11,8,148.858,0.272727
bake,3,5,2,895.433,0.6
boils,3,9,6,231.811,0.333333
eggs,3,30,27,-26.264,0.1
prides,3,5,2,895.433,0.6
hooks,3,7,4,397.717,0.428571
preke,3,18,15,32.724,0.166667
blasts,3,75,72,-72.349,0.04
cape,3,17,14,42.205,0.176471
siege,3,14,11,80.988,0.214286
exhales,3,4,1,1890.867,0.75
bereaved,3,4,1,1890.867,0.75
slime,3,17,14,42.205,0.176471
congeal,3,4,1,1890.867,0.75
mounds,3,8,5,298.173,0.375
broods,3,19,16,24.429,0.157895
learns,3,49,46,-56.72,0.061224
expects,3,33,30,-33.638,0.090909
unties,3,4,1,1890.867,0.75
dispossessed,3,4,1,1890.867,0.75
expected,3,33,30,-33.638,0.090909
chagrin,3,3,0,1.153579943090046e+16,1.0
correct,3,35,32,-37.785,0.085714
pear,3,6,3,563.622,0.5
bereaves,3,3,0,1.153579943090046e+16,1.0
many,3,1192,1189,-98.326,0.002517
matters,3,49,46,-56.72,0.061224
observant,3,15,12,65.906,0.2
bolder,3,54,51,-60.963,0.055556
impairs,3,4,1,1890.867,0.75
fretting,3,7,4,397.717,0.428571
stations,3,10,7,184.41,0.3
unobserved,3,16,13,53.144,0.1875
vexation,3,10,7,184.41,0.3
cates,3,6,3,563.622,0.5
exerts,3,24,21,-5.197,0.125
floors,3,11,8,148.858,0.272727
cramp,3,12,9,121.207,0.25
dissolve,3,35,32,-37.785,0.085714
cord,3,17,14,42.205,0.176471
ruff,3,4,1,1890.867,0.75
generation,3,4,1,1890.867,0.75
uncivil,3,4,1,1890.867,0.75
acquaintance,3,30,27,-26.264,0.1
thither,3,78,75,-73.455,0.038462
appearance,3,40,37,-46.193,0.075
private,3,172,169,-88.22,0.017442
changing,3,93,90,-77.879,0.032258
apparition,3,11,8,148.858,0.272727
being,3,328,325,-93.874,0.009146
creeping,3,41,38,-47.609,0.073171
stealing,3,43,40,-50.228,0.069767
showing,3,16,13,53.144,0.1875
hidden,3,65,62,-67.889,0.046154
lime,3,11,8,148.858,0.272727
avowed,3,6,3,563.622,0.5
arcades,3,8,5,298.173,0.375
willow,3,33,30,-33.638,0.090909
ridge,3,15,12,65.906,0.2
bridge,3,21,18,10.604,0.142857
uncloyed,3,4,1,1890.867,0.75
brutes,3,38,35,-43.118,0.078947
turks,3,7,4,397.717,0.428571
leeks,3,4,1,1890.867,0.75
cheap,3,26,23,-13.441,0.115385
garter,3,30,27,-26.264,0.1
perfection,3,76,73,-72.728,0.039474
cottage-gate,3,3,0,1.153579943090046e+16,1.0
unrestrained,3,9,6,231.811,0.333333
upheld,3,12,9,121.207,0.25
rash,3,95,92,-78.36,0.031579
trepanned,3,3,0,1.153579943090046e+16,1.0
rebuke,3,15,12,65.906,0.2
relied,3,4,1,1890.867,0.75
reproof,3,27,24,-17.047,0.111111
tate,3,5,2,895.433,0.6
fur,3,9,6,231.811,0.333333
plasters,3,4,1,1890.867,0.75
infinity,3,6,3,563.622,0.5
misplace,3,3,0,1.153579943090046e+16,1.0
drinks,3,50,47,-57.641,0.06
convocation,3,3,0,1.153579943090046e+16,1.0
tutor,3,13,10,99.087,0.230769
behaviour,3,12,9,121.207,0.25
fines,3,6,3,563.622,0.5
expression,3,39,36,-44.698,0.076923
pews,3,4,1,1890.867,0.75
debts,3,25,22,-9.506,0.12
shire,3,4,1,1890.867,0.75
pardon,3,136,133,-85.031,0.022059
conqueror,3,43,40,-50.228,0.069767
sears,3,3,0,1.153579943090046e+16,1.0
sled,3,6,3,563.622,0.5
grooms,3,8,5,298.173,0.375
bute,3,9,6,231.811,0.333333
jay,3,4,1,1890.867,0.75
rig,3,6,3,563.622,0.5
forebode,3,7,4,397.717,0.428571
nun,3,11,8,148.858,0.272727
bead,3,6,3,563.622,0.5
cowl,3,6,3,563.622,0.5
rin,3,9,6,231.811,0.333333
sheers,3,9,6,231.811,0.333333
always,3,369,366,-94.56,0.00813
exiled,3,31,28,-28.898,0.096774
dispelled,3,15,12,65.906,0.2
rated,3,5,2,895.433,0.6
regales,3,11,8,148.858,0.272727
peck,3,9,6,231.811,0.333333
dainty,3,29,26,-23.428,0.103448
clew,3,4,1,1890.867,0.75
dow,3,5,2,895.433,0.6
fetters,3,67,64,-68.893,0.044776
misses,3,6,3,563.622,0.5
destinies,3,6,3,563.622,0.5
unsatisfied,3,6,3,563.622,0.5
unrevealed,3,4,1,1890.867,0.75
briar,3,9,6,231.811,0.333333
insecure,3,6,3,563.622,0.5
bespeak,3,6,3,563.622,0.5
war.,3,3,0,1.153579943090046e+16,1.0
assist,3,59,56,-64.449,0.050847
rouse,3,87,84,-76.299,0.034483
beamed,3,37,34,-41.445,0.081081
evince,3,6,3,563.622,0.5
escapes,3,17,14,42.205,0.176471
sprout,3,7,4,397.717,0.428571
yews,3,10,7,184.41,0.3
queens,3,36,33,-39.671,0.083333
sells,3,14,11,80.988,0.214286
nay,3,201,198,-89.945,0.014925
compliment,3,26,23,-13.441,0.115385
wedding,3,34,31,-35.778,0.088235
shaw,3,6,3,563.622,0.5
spence,3,5,2,895.433,0.6
fourscore,3,10,7,184.41,0.3
weyfe,3,3,0,1.153579943090046e+16,1.0
leyfe,3,3,0,1.153579943090046e+16,1.0
farmer,3,50,47,-57.641,0.06
wander,3,144,141,-85.88,0.020833
pinion,3,16,13,53.144,0.1875
pruned,3,9,6,231.811,0.333333
broad,3,149,146,-86.364,0.020134
stamp,3,61,58,-65.675,0.04918
niche,3,6,3,563.622,0.5
kerb,3,48,45,-55.759,0.0625
reflects,3,38,35,-43.118,0.078947
spout,3,8,5,298.173,0.375
tilt,3,5,2,895.433,0.6
chants,3,20,17,17.11,0.15
pants,3,57,54,-63.132,0.052632
byed,3,4,1,1890.867,0.75
earned,3,16,13,53.144,0.1875
outweighs,3,5,2,895.433,0.6
lo,3,455,452,-95.595,0.006593
condemned,3,101,98,-79.685,0.029703
sincerity,3,23,20,-0.457,0.130435
dejected,3,65,62,-67.889,0.046154
pageantry,3,12,9,121.207,0.25
miseries,3,58,55,-63.802,0.051724
awakes,3,39,36,-44.698,0.076923
accused,3,13,10,99.087,0.230769
towns,3,71,68,-70.723,0.042254
stirs,3,22,19,4.782,0.136364
puppet-show,3,4,1,1890.867,0.75
unreturned,3,5,2,895.433,0.6
peal,3,15,12,65.906,0.2
disallowed,3,3,0,1.153579943090046e+16,1.0
cheering,3,77,74,-73.096,0.038961
springing,3,39,36,-44.698,0.076923
lighter,3,37,34,-41.445,0.081081
lesson,3,61,58,-65.675,0.04918
prevents,3,10,7,184.41,0.3
quaffed,3,8,5,298.173,0.375
cords,3,20,17,17.11,0.15
eminence,3,15,12,65.906,0.2
unbar,3,6,3,563.622,0.5
rags,3,23,20,-0.457,0.130435
veal,3,7,4,397.717,0.428571
supposes,3,7,4,397.717,0.428571
weathers,3,6,3,563.622,0.5
enhance,3,10,7,184.41,0.3
poem,3,139,136,-85.361,0.021583
stiled,3,6,3,563.622,0.5
effects,3,59,56,-64.449,0.050847
cover,3,30,27,-26.264,0.1
cocks,3,17,14,42.205,0.176471
whirls,3,22,19,4.782,0.136364
curls,3,47,44,-54.753,0.06383
tax,3,27,24,-17.047,0.111111
bearing,3,31,28,-28.898,0.096774
friar,3,7,4,397.717,0.428571
lull,3,57,54,-63.132,0.052632
stress,3,8,5,298.173,0.375
strands,3,3,0,1.153579943090046e+16,1.0
ransom,3,9,6,231.811,0.333333
tipple,3,3,0,1.153579943090046e+16,1.0
daylight,3,25,22,-9.506,0.12
cheery,3,4,1,1890.867,0.75
bean,3,6,3,563.622,0.5
noddle,3,6,3,563.622,0.5
prance,3,6,3,563.622,0.5
heame,3,3,0,1.153579943090046e+16,1.0
surrender,3,7,4,397.717,0.428571
annie,3,3,0,1.153579943090046e+16,1.0
ain,3,12,9,121.207,0.25
sincerely,3,12,9,121.207,0.25
ensnared,3,6,3,563.622,0.5
derived,3,25,22,-9.506,0.12
secrecy,3,9,6,231.811,0.333333
zest,3,8,5,298.173,0.375
prejudice,3,34,31,-35.778,0.088235
checked,3,53,50,-60.183,0.056604
collect,3,24,21,-5.197,0.125
undoing,3,10,7,184.41,0.3
entreated,3,14,11,80.988,0.214286
crude,3,7,4,397.717,0.428571
resume,3,45,42,-52.598,0.066667
erudition,3,7,4,397.717,0.428571
jests,3,24,21,-5.197,0.125
unconcern,3,3,0,1.153579943090046e+16,1.0
whence,3,409,406,-95.096,0.007335
clowns,3,10,7,184.41,0.3
performed,3,43,40,-50.228,0.069767
laughed,3,64,61,-67.363,0.046875
damned,3,67,64,-68.893,0.044776
inhale,3,6,3,563.622,0.5
kissing,3,8,5,298.173,0.375
rack,3,35,32,-37.785,0.085714
slack,3,10,7,184.41,0.3
lamented,3,38,35,-43.118,0.078947
position,3,7,4,397.717,0.428571
wounded,3,125,122,-83.681,0.024
wax,3,18,15,32.724,0.166667
tapestry,3,13,10,99.087,0.230769
credit,3,64,61,-67.363,0.046875
stint,3,11,8,148.858,0.272727
ancestry,3,10,7,184.41,0.3
waged,3,7,4,397.717,0.428571
riven,3,12,9,121.207,0.25
energy,3,49,46,-56.72,0.061224
suspected,3,19,16,24.429,0.157895
unlocks,3,14,11,80.988,0.214286
monk,3,25,22,-9.506,0.12
formality,3,7,4,397.717,0.428571
homes,3,9,6,231.811,0.333333
battlement,3,5,2,895.433,0.6
sounding,3,136,133,-85.031,0.022059
essence,3,51,48,-58.524,0.058824
swam,3,22,19,4.782,0.136364
overpay,3,6,3,563.622,0.5
clears,3,18,15,32.724,0.166667
count,3,86,83,-76.014,0.034884
blockade,3,4,1,1890.867,0.75
chid,3,15,12,65.906,0.2
cauld,3,15,12,65.906,0.2
dancing,3,113,110,-81.901,0.026549
flits,3,15,12,65.906,0.2
dose,3,11,8,148.858,0.272727
arraigned,3,7,4,397.717,0.428571
herds,3,86,83,-76.014,0.034884
fife,3,9,6,231.811,0.333333
empight,3,4,1,1890.867,0.75
amate,3,3,0,1.153579943090046e+16,1.0
rebounds,3,4,1,1890.867,0.75
fie,3,27,24,-17.047,0.111111
bites,3,10,7,184.41,0.3
quest,3,24,21,-5.197,0.125
consumes,3,13,10,99.087,0.230769
affray,3,3,0,1.153579943090046e+16,1.0
nigher,3,3,0,1.153579943090046e+16,1.0
hips,3,5,2,895.433,0.6
administration,3,6,3,563.622,0.5
idolatry,3,9,6,231.811,0.333333
contemplation,3,62,59,-66.256,0.048387
convert,3,15,12,65.906,0.2
overrun,3,8,5,298.173,0.375
indites,3,3,0,1.153579943090046e+16,1.0
rye,3,4,1,1890.867,0.75
alack,3,5,2,895.433,0.6
toleration,3,3,0,1.153579943090046e+16,1.0
dispensation,3,3,0,1.153579943090046e+16,1.0
fiends,3,80,77,-74.145,0.0375
abiding,3,4,1,1890.867,0.75
revolves,3,10,7,184.41,0.3
indiscreet,3,4,1,1890.867,0.75
orthodox,3,7,4,397.717,0.428571
thump,3,6,3,563.622,0.5
but,3,11917,11914,-99.833,0.000252
venture,3,53,50,-60.183,0.056604
breakfast,3,19,16,24.429,0.157895
breathed,3,138,135,-85.253,0.021739
wreathed,3,29,26,-23.428,0.103448
ewes,3,18,15,32.724,0.166667
quires,3,9,6,231.811,0.333333
heterodox,3,4,1,1890.867,0.75
pins,3,8,5,298.173,0.375
persist,3,12,9,121.207,0.25
enlarge,3,24,21,-5.197,0.125
braid,3,18,15,32.724,0.166667
politician,3,18,15,32.724,0.166667
gie,3,34,31,-35.778,0.088235
careering,3,7,4,397.717,0.428571
paints,3,101,98,-79.685,0.029703
relieves,3,12,9,121.207,0.25
beneficence,3,8,5,298.173,0.375
convene,3,3,0,1.153579943090046e+16,1.0
wooing,3,12,9,121.207,0.25
fatigue,3,22,19,4.782,0.136364
disengage,3,4,1,1890.867,0.75
beak,3,15,12,65.906,0.2
alcoves,3,3,0,1.153579943090046e+16,1.0
embraces,3,37,34,-41.445,0.081081
cits,3,17,14,42.205,0.176471
penitence,3,36,33,-39.671,0.083333
shaken,3,17,14,42.205,0.176471
squares,3,11,8,148.858,0.272727
perjury,3,7,4,397.717,0.428571
honours,3,302,299,-93.342,0.009934
detect,3,4,1,1890.867,0.75
impertinent,3,24,21,-5.197,0.125
oberon,3,14,11,80.988,0.214286
deigned,3,47,44,-54.753,0.06383
male,3,11,8,148.858,0.272727
harangue,3,9,6,231.811,0.333333
noble,3,437,434,-95.413,0.006865
danced,3,70,67,-70.286,0.042857
leaned,3,25,22,-9.506,0.12
portent,3,6,3,563.622,0.5
determine,3,11,8,148.858,0.272727
trusted,3,30,27,-26.264,0.1
adjusted,3,6,3,563.622,0.5
yoursel,3,5,2,895.433,0.6
hedge,3,33,30,-33.638,0.090909
privilege,3,44,41,-51.442,0.068182
sometime,3,294,291,-93.159,0.010204
idleness,3,22,19,4.782,0.136364
invention,3,29,26,-23.428,0.103448
perceived,3,25,22,-9.506,0.12
dealing,3,12,9,121.207,0.25
contraband,3,3,0,1.153579943090046e+16,1.0
policy,3,31,28,-28.898,0.096774
canopy,3,23,20,-0.457,0.130435
moil,3,4,1,1890.867,0.75
vermin,3,17,14,42.205,0.176471
sup,3,15,12,65.906,0.2
poll,3,17,14,42.205,0.176471
afloat,3,5,2,895.433,0.6
floyd,3,4,1,1890.867,0.75
regains,3,5,2,895.433,0.6
erects,3,16,13,53.144,0.1875
party-rage,3,6,3,563.622,0.5
rejects,3,28,25,-20.365,0.107143
gazetteer,3,3,0,1.153579943090046e+16,1.0
predestination,3,3,0,1.153579943090046e+16,1.0
o,3,1331,1328,-98.501,0.002254
cue,3,4,1,1890.867,0.75
ditch,3,12,9,121.207,0.25
invitation,3,18,15,32.724,0.166667
jane,3,7,4,397.717,0.428571
o’er,3,14,11,80.988,0.214286
chester,3,5,2,895.433,0.6
overpast,3,4,1,1890.867,0.75
continent,3,11,8,148.858,0.272727
maese,3,8,5,298.173,0.375
untamed,3,13,10,99.087,0.230769
remind,3,10,7,184.41,0.3
carouse,3,7,4,397.717,0.428571
carts,3,5,2,895.433,0.6
trances,3,5,2,895.433,0.6
overhung,3,14,11,80.988,0.214286
persevere,3,7,4,397.717,0.428571
politesse,3,3,0,1.153579943090046e+16,1.0
deserved,3,39,36,-44.698,0.076923
lined,3,18,15,32.724,0.166667
knack,3,10,7,184.41,0.3
hyde,3,6,3,563.622,0.5
lorrain,3,5,2,895.433,0.6
bohea,3,5,2,895.433,0.6
subscribe,3,12,9,121.207,0.25
pervert,3,7,4,397.717,0.428571
precedent,3,7,4,397.717,0.428571
resignation,3,22,19,4.782,0.136364
seduce,3,13,10,99.087,0.230769
breech,3,4,1,1890.867,0.75
sheaf,3,9,6,231.811,0.333333
whoring,3,6,3,563.622,0.5
roaring,3,50,47,-57.641,0.06
temptation,3,19,16,24.429,0.157895
to't,3,8,5,298.173,0.375
dee,3,3,0,1.153579943090046e+16,1.0
remead,3,3,0,1.153579943090046e+16,1.0
ships,3,41,38,-47.609,0.073171
candlelight,3,4,1,1890.867,0.75
esteems,3,6,3,563.622,0.5
straying,3,11,8,148.858,0.272727
natures,3,52,49,-59.37,0.057692
morass,3,4,1,1890.867,0.75
saline,3,3,0,1.153579943090046e+16,1.0
avows,3,6,3,563.622,0.5
sedge,3,5,2,895.433,0.6
tow,3,5,2,895.433,0.6
wells,3,5,2,895.433,0.6
fins,3,15,12,65.906,0.2
encroach,3,3,0,1.153579943090046e+16,1.0
deliver,3,6,3,563.622,0.5
boyn,3,8,5,298.173,0.375
admiring,3,64,61,-67.363,0.046875
overpays,3,3,0,1.153579943090046e+16,1.0
tart,3,8,5,298.173,0.375
amused,3,15,12,65.906,0.2
impend,3,3,0,1.153579943090046e+16,1.0
smote,3,41,38,-47.609,0.073171
inured,3,27,24,-17.047,0.111111
unrest,3,3,0,1.153579943090046e+16,1.0
aboard,3,4,1,1890.867,0.75
ploughed,3,12,9,121.207,0.25
submission,3,35,32,-37.785,0.085714
potion,3,11,8,148.858,0.272727
swept,3,64,61,-67.363,0.046875
taper,3,39,36,-44.698,0.076923
vapour,3,50,47,-57.641,0.06
bills,3,11,8,148.858,0.272727
decorum,3,7,4,397.717,0.428571
swede,3,9,6,231.811,0.333333
waking,3,92,89,-77.631,0.032609
calling,3,21,18,10.604,0.142857
intervenes,3,3,0,1.153579943090046e+16,1.0
tunbridge-wells,3,15,12,65.906,0.2
jejune,3,3,0,1.153579943090046e+16,1.0
dash,3,48,45,-55.759,0.0625
bowls,3,16,13,53.144,0.1875
salt,3,31,28,-28.898,0.096774
charities,3,17,14,42.205,0.176471
rosaline,3,4,1,1890.867,0.75
scarce,3,500,497,-95.994,0.006
treated,3,21,18,10.604,0.142857
debates,3,12,9,121.207,0.25
chinese,3,10,7,184.41,0.3
ambuscade,3,4,1,1890.867,0.75
puss,3,16,13,53.144,0.1875
devote,3,25,22,-9.506,0.12
repeated,3,55,52,-61.714,0.054545
herself,3,174,171,-88.358,0.017241
atmosphere,3,9,6,231.811,0.333333
errs,3,13,10,99.087,0.230769
circulation,3,9,6,231.811,0.333333
self-applause,3,5,2,895.433,0.6
gloves,3,15,12,65.906,0.2
overlaid,3,6,3,563.622,0.5
pounds,3,39,36,-44.698,0.076923
stark,3,10,7,184.41,0.3
teem,3,8,5,298.173,0.375
francis,3,8,5,298.173,0.375
cales,3,3,0,1.153579943090046e+16,1.0
namure,3,5,2,895.433,0.6
hump,3,3,0,1.153579943090046e+16,1.0
plump,3,20,17,17.11,0.15
