Rhyme word,End freq,Full freq,Body freq,%DIFF,Rhyme frequency ratio
pliny,1,7,6,10.604,0.142857
sported,1,9,8,-17.047,0.111111
feazable,1,1,0,3845266476966754.0,1.0
lacks,1,3,2,231.811,0.333333
lick,1,14,13,-48.952,0.071429
beneficent,1,10,9,-26.264,0.1
angelo,1,1,0,3845266476966754.0,1.0
quay,1,3,2,231.811,0.333333
ranelagh,1,5,4,65.906,0.2
cockades,1,1,0,3845266476966754.0,1.0
country-maids,1,1,0,3845266476966754.0,1.0
interlude,1,4,3,121.207,0.25
flow’r,1,1,0,3845266476966754.0,1.0
philosophise,1,1,0,3845266476966754.0,1.0
tops,1,23,22,-69.835,0.043478
drops,1,228,227,-97.077,0.004386
crumbs,1,6,5,32.724,0.166667
unsmooth,1,1,0,3845266476966754.0,1.0
th'expanse,1,1,0,3845266476966754.0,1.0
unsolds,1,1,0,3845266476966754.0,1.0
oeconomist,1,3,2,231.811,0.333333
well-saved,1,1,0,3845266476966754.0,1.0
ninety-two,1,1,0,3845266476966754.0,1.0
faculties,1,29,28,-76.299,0.034483
rapt,1,73,72,-90.783,0.013699
untraced,1,1,0,3845266476966754.0,1.0
cynder-quean,1,1,0,3845266476966754.0,1.0
regularity,1,1,0,3845266476966754.0,1.0
newborn,1,50,49,-86.457,0.02
vainglory,1,3,2,231.811,0.333333
thicker,1,5,4,65.906,0.2
drink-conveigher,1,1,0,3845266476966754.0,1.0
betrayer,1,4,3,121.207,0.25
shelter,1,94,93,-92.864,0.010638
helter-skelter,1,1,0,3845266476966754.0,1.0
clambered,1,1,0,3845266476966754.0,1.0
remembered,1,39,38,-82.536,0.025641
rattles,1,7,6,10.604,0.142857
kettles,1,2,1,563.622,0.5
grenadier,1,1,0,3845266476966754.0,1.0
inspite,1,1,0,3845266476966754.0,1.0
accidents,1,12,11,-39.671,0.083333
nassaw-star,1,1,0,3845266476966754.0,1.0
must-advance,1,1,0,3845266476966754.0,1.0
brain-delivery,1,1,0,3845266476966754.0,1.0
sailor-youth,1,1,0,3845266476966754.0,1.0
foreign,1,218,217,-96.942,0.004587
algebra,1,4,3,121.207,0.25
ham,1,4,3,121.207,0.25
boullie,1,1,0,3845266476966754.0,1.0
fricassee,1,1,0,3845266476966754.0,1.0
water-suchy,1,1,0,3845266476966754.0,1.0
relaxes,1,1,0,3845266476966754.0,1.0
subsidies,1,2,1,563.622,0.5
angel-form,1,2,1,563.622,0.5
insincere,1,2,1,563.622,0.5
witches,1,7,6,10.604,0.142857
frith,1,7,6,10.604,0.142857
sardanapalus,1,1,0,3845266476966754.0,1.0
concise,1,3,2,231.811,0.333333
jig,1,7,6,10.604,0.142857
arises,1,17,16,-58.524,0.058824
squadrone,1,1,0,3845266476966754.0,1.0
may-perfume,1,1,0,3845266476966754.0,1.0
congratulate,1,8,7,-5.197,0.125
dedicate,1,15,14,-52.598,0.066667
t'excite,1,1,0,3845266476966754.0,1.0
chivey-chace,1,1,0,3845266476966754.0,1.0
country-wife,1,1,0,3845266476966754.0,1.0
nectarine,1,3,2,231.811,0.333333
warrior-blood,1,1,0,3845266476966754.0,1.0
o'erdrawn,1,1,0,3845266476966754.0,1.0
winter-night,1,1,0,3845266476966754.0,1.0
ogleby,1,1,0,3845266476966754.0,1.0
good-night,1,1,0,3845266476966754.0,1.0
rats,1,13,12,-44.698,0.076923
packed,1,6,5,32.724,0.166667
wrecked,1,8,7,-5.197,0.125
manned,1,2,1,563.622,0.5
doings,1,2,1,563.622,0.5
ruins,1,93,92,-92.787,0.010753
dashes,1,9,8,-17.047,0.111111
circumstance,1,27,26,-74.476,0.037037
fed’s,1,2,1,563.622,0.5
loggerheads,1,2,1,563.622,0.5
washington,1,3,2,231.811,0.333333
paine,1,6,5,32.724,0.166667
undestroyed,1,2,1,563.622,0.5
summer-flowers,1,1,0,3845266476966754.0,1.0
infant-maid,1,1,0,3845266476966754.0,1.0
magnanimity,1,5,4,65.906,0.2
belies,1,6,5,32.724,0.166667
hippodrome,1,1,0,3845266476966754.0,1.0
untransferred,1,1,0,3845266476966754.0,1.0
libellers,1,1,0,3845266476966754.0,1.0
contrast,1,19,18,-63.132,0.052632
amazement,1,24,23,-71.147,0.041667
casement,1,8,7,-5.197,0.125
proselyte,1,4,3,121.207,0.25
borders,1,30,29,-77.116,0.033333
orders,1,39,38,-82.536,0.025641
stimulate,1,3,2,231.811,0.333333
animate,1,45,44,-84.918,0.022222
recreate,1,3,2,231.811,0.333333
dissipate,1,13,12,-44.698,0.076923
hesitate,1,10,9,-26.264,0.1
mothers,1,41,40,-83.409,0.02439
praising,1,8,7,-5.197,0.125
containeth,1,1,0,3845266476966754.0,1.0
reigneth,1,1,0,3845266476966754.0,1.0
rates,1,5,4,65.906,0.2
communicates,1,3,2,231.811,0.333333
chaldean,1,2,1,563.622,0.5
unravelled,1,1,0,3845266476966754.0,1.0
divination,1,2,1,563.622,0.5
necromancers,1,1,0,3845266476966754.0,1.0
answers,1,30,29,-77.116,0.033333
spiritual,1,8,7,-5.197,0.125
tripe,1,4,3,121.207,0.25
second-sight,1,1,0,3845266476966754.0,1.0
spoon,1,5,4,65.906,0.2
backdoor,1,2,1,563.622,0.5
perforce,1,7,6,10.604,0.142857
s-y,1,1,0,3845266476966754.0,1.0
amorites,1,2,1,563.622,0.5
specific,1,4,3,121.207,0.25
prolific,1,27,26,-74.476,0.037037
up-borne,1,2,1,563.622,0.5
turnpike-road,1,1,0,3845266476966754.0,1.0
sterne,1,1,0,3845266476966754.0,1.0
temple-bar,1,3,2,231.811,0.333333
polypheme,1,2,1,563.622,0.5
derivation,1,1,0,3845266476966754.0,1.0
inuendo,1,1,0,3845266476966754.0,1.0
lucendo,1,1,0,3845266476966754.0,1.0
birch-broom,1,1,0,3845266476966754.0,1.0
bolingbroke,1,6,5,32.724,0.166667
to'ther,1,1,0,3845266476966754.0,1.0
instrument,1,20,19,-65.073,0.05
sonneteers,1,2,1,563.622,0.5
triumvirate,1,3,2,231.811,0.333333
persuading,1,3,2,231.811,0.333333
sneezed,1,1,0,3845266476966754.0,1.0
blesse,1,1,0,3845266476966754.0,1.0
enfolds,1,4,3,121.207,0.25
unfurl,1,3,2,231.811,0.333333
fleetly,1,2,1,563.622,0.5
featly,1,3,2,231.811,0.333333
prodigality,1,4,3,121.207,0.25
granting,1,10,9,-26.264,0.1
inurn,1,1,0,3845266476966754.0,1.0
jocus,1,6,5,32.724,0.166667
bumper-high,1,1,0,3845266476966754.0,1.0
gaits,1,1,0,3845266476966754.0,1.0
aire,1,4,3,121.207,0.25
always-right,1,1,0,3845266476966754.0,1.0
orrery,1,12,11,-39.671,0.083333
star-late,1,1,0,3845266476966754.0,1.0
vacancy,1,4,3,121.207,0.25
vacation,1,11,10,-33.638,0.090909
palms,1,28,27,-75.421,0.035714
embalms,1,1,0,3845266476966754.0,1.0
woo's,1,4,3,121.207,0.25
adiue,1,1,0,3845266476966754.0,1.0
respires,1,2,1,563.622,0.5
maccaw,1,1,0,3845266476966754.0,1.0
fleury,1,2,1,563.622,0.5
d'angleterre,1,1,0,3845266476966754.0,1.0
wherry,1,3,2,231.811,0.333333
putney-ferry,1,1,0,3845266476966754.0,1.0
colmar,1,1,0,3845266476966754.0,1.0
avignon,1,3,2,231.811,0.333333
party-song,1,1,0,3845266476966754.0,1.0
impudent,1,6,5,32.724,0.166667
strict,1,63,62,-89.296,0.015873
inflict,1,9,8,-17.047,0.111111
country-'squire,1,1,0,3845266476966754.0,1.0
handles,1,2,1,563.622,0.5
candles,1,13,12,-44.698,0.076923
yonge,1,1,0,3845266476966754.0,1.0
twenty-six,1,1,0,3845266476966754.0,1.0
reprimand,1,2,1,563.622,0.5
seventy-eight,1,1,0,3845266476966754.0,1.0
dover-court,1,1,0,3845266476966754.0,1.0
resembled,1,6,5,32.724,0.166667
grenadeers,1,1,0,3845266476966754.0,1.0
gay's,1,4,3,121.207,0.25
courants,1,1,0,3845266476966754.0,1.0
plots,1,22,21,-68.399,0.045455
scots,1,30,29,-77.116,0.033333
coke's,1,2,1,563.622,0.5
probability,1,9,8,-17.047,0.111111
from,1,11724,11723,-99.943,8.5e-05
com.,1,1,0,3845266476966754.0,1.0
middleway,1,2,1,563.622,0.5
bedford-head,1,1,0,3845266476966754.0,1.0
callico,1,1,0,3845266476966754.0,1.0
corporation-bite,1,1,0,3845266476966754.0,1.0
fag,1,1,0,3845266476966754.0,1.0
borough-town,1,1,0,3845266476966754.0,1.0
entrusts,1,2,1,563.622,0.5
boats,1,10,9,-26.264,0.1
dotes,1,17,16,-58.524,0.058824
goats,1,13,12,-44.698,0.076923
cinder,1,2,1,563.622,0.5
tinder,1,2,1,563.622,0.5
insured,1,8,7,-5.197,0.125
country-seat,1,2,1,563.622,0.5
city-guest,1,1,0,3845266476966754.0,1.0
du-barts,1,1,0,3845266476966754.0,1.0
charts,1,1,0,3845266476966754.0,1.0
thunders,1,108,107,-93.798,0.009259
wonders,1,175,174,-96.186,0.005714
slander,1,42,41,-83.814,0.02381
arc,1,3,2,231.811,0.333333
warned,1,43,42,-84.199,0.023256
vills,1,1,0,3845266476966754.0,1.0
wains,1,1,0,3845266476966754.0,1.0
vaucluse,1,2,1,563.622,0.5
estates,1,10,9,-26.264,0.1
knock,1,13,12,-44.698,0.076923
westminster,1,9,8,-17.047,0.111111
poitiers,1,1,0,3845266476966754.0,1.0
martyr,1,18,17,-60.963,0.055556
scrip,1,17,16,-58.524,0.058824
ixion,1,6,5,32.724,0.166667
summons,1,51,50,-86.728,0.019608
commons,1,20,19,-65.073,0.05
naked,1,142,141,-95.293,0.007042
wearing,1,15,14,-52.598,0.066667
juno,1,22,21,-68.399,0.045455
villain,1,41,40,-83.409,0.02439
haughty,1,168,167,-96.026,0.005952
naughty,1,9,8,-17.047,0.111111
unbeguiling,1,1,0,3845266476966754.0,1.0
maggie,1,4,3,121.207,0.25
baggy,1,1,0,3845266476966754.0,1.0
knaggy,1,1,0,3845266476966754.0,1.0
staggie,1,1,0,3845266476966754.0,1.0
daisy,1,26,25,-73.455,0.038462
glaizie,1,1,0,3845266476966754.0,1.0
swank,1,1,0,3845266476966754.0,1.0
shank,1,1,0,3845266476966754.0,1.0
yird,1,2,1,563.622,0.5
stank,1,1,0,3845266476966754.0,1.0
nine-an'-twenty-year,1,1,0,3845266476966754.0,1.0
mere,1,125,124,-94.648,0.008
minnie,1,1,0,3845266476966754.0,1.0
funny,1,3,2,231.811,0.333333
donsie,1,1,0,3845266476966754.0,1.0
canny,1,9,8,-17.047,0.111111
sonsie,1,2,1,563.622,0.5
hoble,1,1,0,3845266476966754.0,1.0
saumont-coble,1,1,0,3845266476966754.0,1.0
wauble,1,1,0,3845266476966754.0,1.0
skeigh,1,2,1,563.622,0.5
driegh,1,1,0,3845266476966754.0,1.0
scriegh,1,1,0,3845266476966754.0,1.0
abiegh,1,1,0,3845266476966754.0,1.0
whaizle,1,1,0,3845266476966754.0,1.0
wattle,1,1,0,3845266476966754.0,1.0
fittie-lan',1,1,0,3845266476966754.0,1.0
gaun,1,7,6,10.604,0.142857
march-weather,1,1,0,3845266476966754.0,1.0
flisket,1,1,0,3845266476966754.0,1.0
whisket,1,1,0,3845266476966754.0,1.0
brisket,1,1,0,3845266476966754.0,1.0
risket,1,1,0,3845266476966754.0,1.0
reestet,1,2,1,563.622,0.5
breastet,1,1,0,3845266476966754.0,1.0
hastet,1,1,0,3845266476966754.0,1.0
deservin,1,1,0,3845266476966754.0,1.0
carlisle,1,2,1,563.622,0.5
menteine,1,1,0,3845266476966754.0,1.0
vouch,1,3,2,231.811,0.333333
rivalry,1,1,0,3845266476966754.0,1.0
agency,1,1,0,3845266476966754.0,1.0
suffered,1,52,51,-86.988,0.019231
bethought,1,4,3,121.207,0.25
willed,1,11,10,-33.638,0.090909
unappeased,1,1,0,3845266476966754.0,1.0
astonishment,1,8,7,-5.197,0.125
promulge,1,1,0,3845266476966754.0,1.0
indulge,1,94,93,-92.864,0.010638
comfortless,1,15,14,-52.598,0.066667
apprised,1,3,2,231.811,0.333333
impel,1,7,6,10.604,0.142857
surcharged,1,3,2,231.811,0.333333
dear-bought,1,13,12,-44.698,0.076923
told-tale,1,1,0,3845266476966754.0,1.0
drinking-bout,1,1,0,3845266476966754.0,1.0
commonsense,1,3,2,231.811,0.333333
deep-employed,1,1,0,3845266476966754.0,1.0
overnice,1,1,0,3845266476966754.0,1.0
cashiered,1,2,1,563.622,0.5
purveyed,1,1,0,3845266476966754.0,1.0
earl,1,59,58,-88.558,0.016949
cloth,1,55,54,-87.711,0.018182
fashion-led,1,1,0,3845266476966754.0,1.0
auction-rooms,1,1,0,3845266476966754.0,1.0
aries,1,1,0,3845266476966754.0,1.0
varies,1,11,10,-33.638,0.090909
æquator,1,1,0,3845266476966754.0,1.0
analogy,1,4,3,121.207,0.25
barometry,1,1,0,3845266476966754.0,1.0
candle-light,1,1,0,3845266476966754.0,1.0
mali'n,1,1,0,3845266476966754.0,1.0
paring-knife,1,1,0,3845266476966754.0,1.0
thirteen,1,6,5,32.724,0.166667
quack,1,11,10,-33.638,0.090909
vole's,1,2,1,563.622,0.5
poole's,1,2,1,563.622,0.5
ances,1,1,0,3845266476966754.0,1.0
fuz,1,1,0,3845266476966754.0,1.0
paly,1,10,9,-26.264,0.1
twist,1,20,19,-65.073,0.05
bourne,1,1,0,3845266476966754.0,1.0
philistines,1,3,2,231.811,0.333333
expend,1,2,1,563.622,0.5
cowardice,1,5,4,65.906,0.2
proclamations,1,2,1,563.622,0.5
violate,1,10,9,-26.264,0.1
precede,1,5,4,65.906,0.2
intents,1,2,1,563.622,0.5
spelt,1,3,2,231.811,0.333333
pried,1,3,2,231.811,0.333333
promoved,1,1,0,3845266476966754.0,1.0
enquired,1,4,3,121.207,0.25
t'improve,1,3,2,231.811,0.333333
upheaved,1,2,1,563.622,0.5
cleaved,1,2,1,563.622,0.5
obligingly,1,3,2,231.811,0.333333
infirm,1,5,4,65.906,0.2
refining,1,9,8,-17.047,0.111111
dining,1,2,1,563.622,0.5
disobedient,1,3,2,231.811,0.333333
razor,1,5,4,65.906,0.2
relax,1,15,14,-52.598,0.066667
quacks,1,9,8,-17.047,0.111111
detector,1,1,0,3845266476966754.0,1.0
lecture,1,3,2,231.811,0.333333
compile,1,1,0,3845266476966754.0,1.0
affecting,1,8,7,-5.197,0.125
acting,1,21,20,-66.819,0.047619
bepraised,1,1,0,3845266476966754.0,1.0
bumper,1,8,7,-5.197,0.125
thumper,1,1,0,3845266476966754.0,1.0
attorney,1,7,6,10.604,0.142857
g-d,1,4,3,121.207,0.25
slays,1,1,0,3845266476966754.0,1.0
grateful,1,409,408,-98.373,0.002445
hateful,1,54,53,-87.479,0.018519
arlington,1,1,0,3845266476966754.0,1.0
promise,1,122,121,-94.516,0.008197
wafer-cakes,1,1,0,3845266476966754.0,1.0
unshaken,1,27,26,-74.476,0.037037
say't,1,3,2,231.811,0.333333
findon,1,1,0,3845266476966754.0,1.0
promiseful,1,1,0,3845266476966754.0,1.0
chinaware,1,1,0,3845266476966754.0,1.0
sinning,1,2,1,563.622,0.5
promise-breaking,1,1,0,3845266476966754.0,1.0
aganip,1,1,0,3845266476966754.0,1.0
market-town,1,1,0,3845266476966754.0,1.0
console,1,4,3,121.207,0.25
awls,1,1,0,3845266476966754.0,1.0
commending,1,1,0,3845266476966754.0,1.0
depending,1,15,14,-52.598,0.066667
gradation,1,6,5,32.724,0.166667
oddly,1,12,11,-39.671,0.083333
godly,1,12,11,-39.671,0.083333
resemble,1,19,18,-63.132,0.052632
disapprobation,1,1,0,3845266476966754.0,1.0
probity,1,5,4,65.906,0.2
perfections,1,25,24,-72.349,0.04
directions,1,5,4,65.906,0.2
communication,1,2,1,563.622,0.5
essences,1,7,6,10.604,0.142857
tuition,1,4,3,121.207,0.25
mori,1,1,0,3845266476966754.0,1.0
up-bind,1,1,0,3845266476966754.0,1.0
briseis,1,1,0,3845266476966754.0,1.0
malady,1,7,6,10.604,0.142857
hastened,1,23,22,-69.835,0.043478
fastened,1,16,15,-55.759,0.0625
expanded,1,35,34,-80.482,0.028571
handed,1,8,7,-5.197,0.125
tat,1,1,0,3845266476966754.0,1.0
china,1,32,31,-78.593,0.03125
plates,1,9,8,-17.047,0.111111
abated,1,4,3,121.207,0.25
crope,1,1,0,3845266476966754.0,1.0
ill-contrived,1,1,0,3845266476966754.0,1.0
ill-arrayed,1,1,0,3845266476966754.0,1.0
grape,1,11,10,-33.638,0.090909
sloe,1,1,0,3845266476966754.0,1.0
entwists,1,2,1,563.622,0.5
elfin-bride,1,1,0,3845266476966754.0,1.0
overrules,1,1,0,3845266476966754.0,1.0
reproves,1,3,2,231.811,0.333333
describes,1,16,15,-55.759,0.0625
sylvan-gods,1,1,0,3845266476966754.0,1.0
forerun,1,1,0,3845266476966754.0,1.0
bald,1,11,10,-33.638,0.090909
daddy,1,5,4,65.906,0.2
laddie,1,7,6,10.604,0.142857
glendower,1,1,0,3845266476966754.0,1.0
rhodes,1,4,3,121.207,0.25
th'house,1,1,0,3845266476966754.0,1.0
co,1,4,3,121.207,0.25
atlantic,1,17,16,-58.524,0.058824
culls,1,14,13,-48.952,0.071429
pulls,1,10,9,-26.264,0.1
behests,1,12,11,-39.671,0.083333
illusion,1,18,17,-60.963,0.055556
unreal,1,10,9,-26.264,0.1
presumed,1,10,9,-26.264,0.1
expectations,1,7,6,10.604,0.142857
dedications,1,3,2,231.811,0.333333
roasted,1,7,6,10.604,0.142857
kelly,1,3,2,231.811,0.333333
watching,1,19,18,-63.132,0.052632
scratching,1,2,1,563.622,0.5
relume,1,4,3,121.207,0.25
tomahawk,1,2,1,563.622,0.5
hussars,1,1,0,3845266476966754.0,1.0
spere,1,1,0,3845266476966754.0,1.0
bannockburn,1,1,0,3845266476966754.0,1.0
scymitar,1,2,1,563.622,0.5
mailed,1,10,9,-26.264,0.1
benumb,1,2,1,563.622,0.5
clang,1,9,8,-17.047,0.111111
appeas,1,1,0,3845266476966754.0,1.0
arnheim,1,1,0,3845266476966754.0,1.0
efforts,1,54,53,-87.479,0.018519
wurts,1,2,1,563.622,0.5
eugene,1,2,1,563.622,0.5
maes,1,2,1,563.622,0.5
carriages,1,3,2,231.811,0.333333
kindred-gods,1,1,0,3845266476966754.0,1.0
equivocal,1,1,0,3845266476966754.0,1.0
methodised,1,1,0,3845266476966754.0,1.0
suitable,1,5,4,65.906,0.2
unfortified,1,1,0,3845266476966754.0,1.0
confuted,1,4,3,121.207,0.25
duck-lane,1,1,0,3845266476966754.0,1.0
dedicators,1,1,0,3845266476966754.0,1.0
dispensary,1,1,0,3845266476966754.0,1.0
fle'me,1,1,0,3845266476966754.0,1.0
translations,1,2,1,563.622,0.5
uncivilised,1,1,0,3845266476966754.0,1.0
debauched,1,14,13,-48.952,0.071429
holy-days,1,1,0,3845266476966754.0,1.0
globes,1,9,8,-17.047,0.111111
robes,1,114,113,-94.127,0.008772
bares,1,12,11,-39.671,0.083333
cowered,1,3,2,231.811,0.333333
misundestood,1,1,0,3845266476966754.0,1.0
dispraise,1,1,0,3845266476966754.0,1.0
utility,1,4,3,121.207,0.25
outline,1,6,5,32.724,0.166667
fringed,1,20,19,-65.073,0.05
pose,1,4,3,121.207,0.25
imprints,1,4,3,121.207,0.25
dethroned,1,3,2,231.811,0.333333
loans,1,1,0,3845266476966754.0,1.0
weaned,1,5,4,65.906,0.2
gleaned,1,6,5,32.724,0.166667
secondhand,1,2,1,563.622,0.5
tangier,1,2,1,563.622,0.5
unatoned,1,1,0,3845266476966754.0,1.0
englishman,1,5,4,65.906,0.2
wrenched,1,6,5,32.724,0.166667
retrenched,1,2,1,563.622,0.5
hams,1,3,2,231.811,0.333333
dough,1,2,1,563.622,0.5
jakes,1,2,1,563.622,0.5
stupidity,1,3,2,231.811,0.333333
benevolences,1,1,0,3845266476966754.0,1.0
bandore,1,1,0,3845266476966754.0,1.0
feud,1,5,4,65.906,0.2
lechery,1,2,1,563.622,0.5
scrowls,1,2,1,563.622,0.5
mouthed,1,6,5,32.724,0.166667
adue,1,1,0,3845266476966754.0,1.0
servitude,1,19,18,-63.132,0.052632
browse,1,1,0,3845266476966754.0,1.0
uprun,1,1,0,3845266476966754.0,1.0
sky-blue,1,1,0,3845266476966754.0,1.0
show'er,1,1,0,3845266476966754.0,1.0
harvest-home,1,3,2,231.811,0.333333
maim,1,1,0,3845266476966754.0,1.0
trims,1,7,6,10.604,0.142857
fitzroy,1,2,1,563.622,0.5
groud,1,1,0,3845266476966754.0,1.0
husbandry,1,3,2,231.811,0.333333
intervence,1,1,0,3845266476966754.0,1.0
corner-stool,1,1,0,3845266476966754.0,1.0
sharp-eyed,1,1,0,3845266476966754.0,1.0
eager-eyed,1,1,0,3845266476966754.0,1.0
silver-grey,1,1,0,3845266476966754.0,1.0
uprise,1,1,0,3845266476966754.0,1.0
sooterkin,1,1,0,3845266476966754.0,1.0
probe,1,5,4,65.906,0.2
compromise,1,2,1,563.622,0.5
rang,1,7,6,10.604,0.142857
booby-hutch,1,1,0,3845266476966754.0,1.0
limberham,1,1,0,3845266476966754.0,1.0
imputation,1,1,0,3845266476966754.0,1.0
supererogation,1,1,0,3845266476966754.0,1.0
rhymers,1,4,3,121.207,0.25
chimers,1,1,0,3845266476966754.0,1.0
br—n,1,1,0,3845266476966754.0,1.0
sc—le,1,1,0,3845266476966754.0,1.0
misused,1,3,2,231.811,0.333333
appals,1,5,4,65.906,0.2
clothing,1,8,7,-5.197,0.125
satin-doublet,1,1,0,3845266476966754.0,1.0
trouble it,1,,,,
issues,1,9,8,-17.047,0.111111
tissues,1,1,0,3845266476966754.0,1.0
fulfilling,1,3,2,231.811,0.333333
guerre,1,3,2,231.811,0.333333
capucine,1,1,0,3845266476966754.0,1.0
country-farmer,1,1,0,3845266476966754.0,1.0
p[ur]t,1,1,0,3845266476966754.0,1.0
know it,1,,,,
peasants,1,33,32,-79.262,0.030303
pheasants,1,3,2,231.811,0.333333
clamber,1,2,1,563.622,0.5
imbroglio,1,1,0,3845266476966754.0,1.0
hoops,1,4,3,121.207,0.25
ajar,1,1,0,3845266476966754.0,1.0
unriddle,1,2,1,563.622,0.5
disorder,1,31,30,-77.879,0.032258
apparatus,1,1,0,3845266476966754.0,1.0
great-house,1,1,0,3845266476966754.0,1.0
sentry,1,2,1,563.622,0.5
tarnished,1,10,9,-26.264,0.1
scare you,1,,,,
garnished,1,2,1,563.622,0.5
macleane,1,1,0,3845266476966754.0,1.0
old-tree,1,1,0,3845266476966754.0,1.0
poultry,1,8,7,-5.197,0.125
bridget,1,1,0,3845266476966754.0,1.0
fidget,1,2,1,563.622,0.5
affability,1,2,1,563.622,0.5
lubbers,1,1,0,3845266476966754.0,1.0
rubbers,1,2,1,563.622,0.5
boar-spear,1,1,0,3845266476966754.0,1.0
tede,1,1,0,3845266476966754.0,1.0
hardy-head,1,1,0,3845266476966754.0,1.0
sheared,1,1,0,3845266476966754.0,1.0
representative,1,9,8,-17.047,0.111111
artillery,1,15,14,-52.598,0.066667
indecency,1,2,1,563.622,0.5
seam,1,2,1,563.622,0.5
switch,1,2,1,563.622,0.5
unbends,1,3,2,231.811,0.333333
deferred,1,4,3,121.207,0.25
skims,1,18,17,-60.963,0.055556
woodmile,1,1,0,3845266476966754.0,1.0
april,1,56,55,-87.934,0.017857
o'clock,1,6,5,32.724,0.166667
unyoke,1,2,1,563.622,0.5
bone-lace,1,1,0,3845266476966754.0,1.0
manfully,1,3,2,231.811,0.333333
eh,1,1,0,3845266476966754.0,1.0
distains,1,4,3,121.207,0.25
forborn,1,2,1,563.622,0.5
curvet,1,1,0,3845266476966754.0,1.0
somerset,1,11,10,-33.638,0.090909
pur,1,3,2,231.811,0.333333
ere,1,579,578,-98.852,0.001727
sharon's-rose,1,1,0,3845266476966754.0,1.0
wellcome-spring,1,1,0,3845266476966754.0,1.0
thy,1,11650,11649,-99.943,8.6e-05
outgo,1,1,0,3845266476966754.0,1.0
diadems,1,3,2,231.811,0.333333
almond-grove,1,1,0,3845266476966754.0,1.0
tract,1,32,31,-78.593,0.03125
cataract,1,6,5,32.724,0.166667
tsar,1,3,2,231.811,0.333333
jee,1,2,1,563.622,0.5
kythe,1,1,0,3845266476966754.0,1.0
wooer-babs,1,1,0,3845266476966754.0,1.0
garten,1,1,0,3845266476966754.0,1.0
gabs,1,3,2,231.811,0.333333
startin,1,1,0,3845266476966754.0,1.0
ance,1,20,19,-65.073,0.05
anes,1,3,2,231.811,0.333333
bow-kail,1,2,1,563.622,0.5
sow-tail,1,1,0,3845266476966754.0,1.0
fause-house,1,2,1,563.622,0.5
trimly,1,2,1,563.622,0.5
chimlie,1,1,0,3845266476966754.0,1.0
lum,1,1,0,3845266476966754.0,1.0
mallie,1,1,0,3845266476966754.0,1.0
drunt,1,1,0,3845266476966754.0,1.0
jing,1,1,0,3845266476966754.0,1.0
sobbin,1,1,0,3845266476966754.0,1.0
herfel,1,1,0,3845266476966754.0,1.0
bauks,1,1,0,3845266476966754.0,1.0
jaukin,1,1,0,3845266476966754.0,1.0
quaukin,1,1,0,3845266476966754.0,1.0
bauk-en',1,1,0,3845266476966754.0,1.0
graunie,1,4,3,121.207,0.25
vap'rin,1,1,0,3845266476966754.0,1.0
apron,1,9,8,-17.047,0.111111
skelpie-limmer's-face,1,1,0,3845266476966754.0,1.0
deleeret,1,1,0,3845266476966754.0,1.0
sherra-moor,1,1,0,3845266476966754.0,1.0
yestreen,1,3,2,231.811,0.333333
fyfteen,1,1,0,3845266476966754.0,1.0
m'graen,1,1,0,3845266476966754.0,1.0
fallow,1,8,7,-5.197,0.125
achmacalla,1,1,0,3845266476966754.0,1.0
frighted,1,82,81,-91.807,0.012195
fleck,1,1,0,3845266476966754.0,1.0
pock,1,1,0,3845266476966754.0,1.0
sturtan,1,1,0,3845266476966754.0,1.0
curpan,1,1,0,3845266476966754.0,1.0
eerie,1,2,1,563.622,0.5
gruntle,1,2,1,563.622,0.5
wintle,1,2,1,563.622,0.5
murder-shout,1,1,0,3845266476966754.0,1.0
m'craw,1,1,0,3845266476966754.0,1.0
humphie,1,1,0,3845266476966754.0,1.0
grumphie,1,1,0,3845266476966754.0,1.0
gaen,1,3,2,231.811,0.333333
apples,1,23,22,-69.835,0.043478
kipples,1,1,0,3845266476966754.0,1.0
thraw,1,2,1,563.622,0.5
ca',1,10,9,-26.264,0.1
fervour,1,18,17,-60.963,0.055556
thrawin,1,1,0,3845266476966754.0,1.0
moss-oak,1,1,0,3845266476966754.0,1.0
carlin,1,4,3,121.207,0.25
haurlin,1,1,0,3845266476966754.0,1.0
kittlen,1,1,0,3845266476966754.0,1.0
shaws,1,1,0,3845266476966754.0,1.0
fettlin,1,1,0,3845266476966754.0,1.0
cairn,1,1,0,3845266476966754.0,1.0
wimpled,1,1,0,3845266476966754.0,1.0
dimpled,1,26,25,-73.455,0.038462
dazzle,1,7,6,10.604,0.142857
braes,1,7,6,10.604,0.142857
quey,1,1,0,3845266476966754.0,1.0
jumpet,1,1,0,3845266476966754.0,1.0
plumpet,1,1,0,3845266476966754.0,1.0
hearth-stane,1,2,1,563.622,0.5
steerin,1,1,0,3845266476966754.0,1.0
strunt,1,2,1,563.622,0.5
careerin,1,1,0,3845266476966754.0,1.0
duke-street,1,1,0,3845266476966754.0,1.0
mutton-chine,1,1,0,3845266476966754.0,1.0
di,1,4,3,121.207,0.25
partially,1,6,5,32.724,0.166667
galling,1,43,42,-84.199,0.023256
departure,1,13,12,-44.698,0.076923
arrow,1,58,57,-88.358,0.017241
uncommon,1,35,34,-80.482,0.028571
amazing,1,42,41,-83.814,0.02381
aimed,1,32,31,-78.593,0.03125
ravished,1,125,124,-94.648,0.008
